Date,SPY,EEM,VEU,BIL,IAU,TLT,QQQ,VGK
2020-07-30,323.96,43.59,50.31,91.53,37.32,171.11,261.13,53.3
2020-07-31,326.52,43.29,49.48,91.54,37.72,171.0,265.79,52.17
2020-08-03,328.79,43.59,50.22,91.53,37.7,169.95,269.38,53.2
2020-08-04,330.06,44.17,50.6,91.54,38.54,171.57,270.38,53.38
2020-08-05,332.11,44.65,50.94,91.53,38.9,170.07,271.05,53.72
2020-08-06,334.33,44.79,51.04,91.53,39.42,171.02,274.64,53.78
2020-08-07,334.57,43.87,50.57,91.54,38.74,169.88,271.47,53.51
2020-08-10,335.57,43.98,50.72,91.54,38.62,169.12,270.31,53.6
2020-08-11,332.8,43.86,50.84,91.53,36.56,167.11,265.19,53.81
2020-08-12,337.44,44.45,51.81,91.53,36.4,165.59,271.86,54.98
2020-08-13,336.83,44.32,51.54,91.54,37.24,163.82,272.48,54.72
2020-08-14,336.84,44.24,51.33,91.53,37.1,163.18,272.16,54.16
2020-08-17,337.91,44.8,51.79,91.53,37.86,163.59,275.32,54.64
2020-08-18,338.64,44.75,51.8,91.54,38.24,164.76,277.97,54.58
2020-08-19,337.23,44.2,51.45,91.54,37.06,163.73,276.1,54.33
2020-08-20,338.28,44.06,51.31,91.54,37.28,165.21,279.93,54.22
2020-08-21,339.48,44.28,51.17,91.54,36.96,166.2,281.87,53.8
2020-08-24,342.92,44.77,51.8,91.54,36.8,165.93,283.63,54.6
2020-08-25,344.12,45.22,51.97,91.53,36.84,164.66,285.86,54.65
2020-08-26,347.57,45.34,52.25,91.53,37.26,164.03,291.96,55.14
2020-08-27,348.33,44.96,51.8,91.53,36.8,161.24,291.05,54.49
2020-08-28,350.58,45.55,52.25,91.54,37.46,161.12,292.53,54.92
2020-08-31,349.31,44.54,51.66,91.54,37.54,162.19,294.88,54.42
2020-09-01,352.6,45.3,51.97,91.54,37.6,163.86,299.92,54.36
2020-09-02,357.7,45.18,52.43,91.54,37.14,165.42,302.76,55.18
2020-09-03,345.39,44.32,51.32,91.53,36.8,165.89,287.41,53.76
2020-09-04,342.57,44.34,51.38,91.54,36.92,162.74,283.58,53.99
2020-09-08,333.21,43.57,50.65,91.54,36.82,163.74,269.95,53.19
2020-09-09,339.79,44.22,51.51,91.53,37.2,163.3,277.88,54.46
2020-09-10,333.89,43.51,50.88,91.53,37.06,164.13,272.34,53.71
2020-09-11,334.06,43.93,51.35,91.52,37.1,164.48,270.45,54.19
2020-09-14,338.46,44.64,51.8,91.54,37.38,164.47,275.16,54.37
2020-09-15,340.17,45.11,52.21,91.52,37.3,164.07,279.06,54.76
2020-09-16,338.82,45.05,52.12,91.54,37.4,163.58,274.61,54.71
2020-09-17,335.84,44.87,52.1,91.54,37.18,164.08,270.32,54.82
2020-09-18,330.65,44.52,51.71,91.52,37.24,163.57,266.87,54.38
2020-09-21,326.97,44.11,50.34,91.52,36.44,164.4,267.51,52.39
2020-09-22,330.3,43.78,50.25,91.52,36.3,164.27,272.48,52.27
2020-09-23,322.64,43.1,49.71,91.52,35.5,164.49,264.16,51.51
2020-09-24,323.5,42.9,49.6,91.53,35.64,165.12,265.39,51.54
2020-09-25,328.73,42.94,49.78,91.52,35.54,165.12,271.56,51.69
2020-09-28,334.19,43.42,50.46,91.53,35.88,164.65,277.2,52.65
2020-09-29,332.37,43.39,50.42,91.53,36.22,164.84,275.95,52.6
2020-09-30,334.89,44.09,50.45,91.52,35.98,163.26,277.84,52.43
2020-10-01,337.04,44.5,50.82,91.52,36.28,163.36,282.25,52.84
2020-10-02,333.84,43.99,50.59,91.52,36.26,162.75,274.31,52.82
2020-10-05,339.76,44.58,51.36,91.52,36.48,159.57,280.16,53.77
2020-10-06,334.93,44.66,50.94,91.53,36.0,160.43,275.16,53.03
2020-10-07,340.76,45.15,51.47,91.52,35.98,159.26,279.92,53.48
2020-10-08,343.78,45.52,51.84,91.52,36.16,160.12,281.41,53.98
2020-10-09,346.85,45.83,52.19,91.52,36.82,160.09,285.71,54.5
2020-10-12,352.43,46.23,52.5,91.53,36.72,160.6,294.53,54.87
2020-10-13,350.13,46.04,52.06,91.52,36.1,161.75,294.52,54.0
2020-10-14,347.93,45.73,51.89,91.52,36.22,162.12,292.06,53.85
2020-10-15,347.5,45.4,51.37,91.52,36.36,161.84,290.1,53.02
2020-10-16,347.29,45.56,51.56,91.53,36.22,161.39,288.51,53.41
2020-10-19,342.01,45.43,51.39,91.53,36.26,160.78,283.8,53.16
2020-10-20,343.38,45.93,51.73,91.52,36.44,159.25,284.41,53.58
2020-10-21,342.73,46.06,51.6,91.52,36.74,158.7,284.19,53.0
2020-10-22,344.61,46.05,51.62,91.53,36.34,157.05,284.18,53.02
2020-10-23,345.78,46.32,51.93,91.53,36.32,158.01,284.74,53.51
2020-10-26,339.39,45.72,51.05,91.53,36.3,159.48,280.47,52.24
2020-10-27,338.22,45.92,50.86,91.52,36.4,160.55,282.66,51.57
2020-10-28,326.66,44.77,49.46,91.52,35.78,160.7,271.64,49.58
2020-10-29,329.98,45.22,49.76,91.53,35.64,159.14,276.39,49.75
2020-10-30,326.54,44.71,49.41,91.53,35.78,157.57,269.38,49.59
2020-11-02,330.2,45.28,50.04,91.53,36.14,158.58,269.98,50.3
2020-11-03,336.03,45.48,50.95,91.53,36.34,157.66,274.65,51.79
2020-11-04,343.54,46.91,51.8,91.52,36.36,161.08,286.91,52.51
2020-11-05,350.24,47.71,52.97,91.53,37.16,161.36,294.39,53.79
2020-11-06,350.16,47.93,53.12,91.52,37.22,159.41,294.61,53.97
2020-11-09,354.56,48.26,54.23,91.53,35.6,156.06,288.59,55.55
2020-11-10,354.04,47.71,54.44,91.52,35.7,155.16,283.42,56.36
2020-11-11,356.67,48.02,54.84,91.52,35.54,155.72,289.76,56.85
2020-11-12,353.21,47.66,54.13,91.52,35.78,158.37,288.4,56.08
2020-11-13,358.1,48.33,54.92,91.53,36.0,158.16,290.93,56.96
2020-11-16,362.57,48.93,55.58,91.53,36.0,157.78,293.2,57.56
2020-11-17,360.62,48.88,55.53,91.53,35.88,158.81,292.27,57.55
2020-11-18,356.28,48.71,55.3,91.53,35.68,159.27,290.11,57.23
2020-11-19,357.78,48.79,55.57,91.53,35.62,160.09,292.38,57.63
2020-11-20,355.33,49.06,55.79,91.53,35.74,161.51,290.38,57.6
2020-11-23,357.46,49.19,55.83,91.53,35.0,160.77,290.39,57.54
2020-11-24,363.22,49.85,56.68,91.53,34.48,159.17,294.47,58.43
2020-11-25,362.66,49.57,56.5,91.52,34.46,158.68,296.28,58.44
2020-11-27,363.67,50.04,56.93,91.53,34.08,160.22,299.01,58.71
2020-11-30,362.06,48.73,55.64,91.52,33.9,160.02,299.62,57.72
2020-12-01,366.02,49.69,56.86,91.51,34.58,157.5,303.46,59.18
2020-12-02,366.79,49.76,56.92,91.52,34.84,156.25,303.85,59.13
2020-12-03,366.69,50.33,57.22,91.52,35.12,157.51,304.28,59.31
2020-12-04,369.85,50.85,57.73,91.53,35.04,155.2,305.52,59.84
2020-12-07,369.09,50.85,57.44,91.51,35.54,156.6,307.25,59.49
2020-12-08,370.17,50.87,57.55,91.51,35.66,157.34,308.29,59.7
2020-12-09,366.85,50.43,57.47,91.51,35.1,156.82,301.31,59.67
2020-12-10,366.73,51.08,57.73,91.51,35.0,158.21,302.52,59.61
2020-12-11,366.3,50.72,57.52,91.52,35.08,158.77,301.85,59.21
2020-12-14,364.66,49.94,57.46,91.51,34.88,158.33,304.04,59.28
2020-12-15,369.59,50.48,58.08,91.51,35.38,157.8,307.29,60.09
2020-12-16,370.17,50.72,58.25,91.52,35.56,157.38,308.98,60.38
2020-12-17,372.24,51.05,58.67,91.52,35.94,156.8,311.0,60.88
2020-12-18,369.18,50.99,58.37,91.52,35.86,156.33,310.06,60.56
2020-12-21,367.86,50.24,57.23,91.52,35.78,156.95,308.92,59.36
2020-12-22,367.24,49.84,57.03,91.52,35.52,157.76,309.76,59.25
2020-12-23,367.57,50.35,57.58,91.51,35.72,156.67,308.2,60.04
2020-12-24,369.0,50.13,57.59,91.52,35.84,157.29,309.56,60.19
2020-12-28,372.17,50.27,57.9,91.52,35.74,157.36,312.68,60.6
2020-12-29,371.46,51.02,58.37,91.52,35.82,157.16,312.96,61.04
2020-12-30,371.99,51.7,58.7,91.51,36.1,157.5,312.97,60.96
2020-12-31,373.88,51.67,58.36,91.52,36.26,157.73,313.74,60.24
2021-01-04,368.79,52.0,58.65,91.52,37.1,157.54,309.31,61.02
2021-01-05,371.33,53.25,59.55,91.51,37.18,156.37,311.86,61.57
2021-01-06,373.55,52.8,59.87,91.52,36.6,153.16,307.54,62.3
2021-01-07,379.1,53.3,60.08,91.52,36.48,151.81,314.98,62.49
2021-01-08,381.26,54.71,60.93,91.51,35.26,151.32,319.03,62.78
2021-01-11,378.69,53.97,60.12,91.52,35.16,151.07,314.42,61.79
2021-01-12,378.77,54.5,60.5,91.51,35.36,150.95,313.92,62.08
2021-01-13,379.79,54.62,60.49,91.51,35.24,152.65,316.04,61.89
2021-01-14,378.46,55.13,61.0,91.52,35.22,151.22,314.35,62.33
2021-01-15,375.7,54.35,60.13,91.52,34.8,151.82,311.86,61.25
2021-01-19,378.65,55.25,60.7,91.52,35.1,152.31,316.41,61.8
2021-01-20,383.89,56.22,61.33,91.52,35.66,152.46,323.77,62.19
2021-01-21,384.24,56.32,61.41,91.52,35.64,151.39,326.36,62.42
2021-01-22,382.88,55.83,61.0,91.51,35.38,151.88,325.42,61.97
2021-01-25,384.39,56.25,61.05,91.52,35.38,153.67,328.11,61.57
2021-01-26,383.79,55.84,60.97,91.51,35.3,153.38,328.59,61.82
2021-01-27,374.41,54.29,59.5,91.51,35.1,153.77,319.43,60.35
2021-01-28,377.63,54.67,59.9,91.52,35.1,152.92,321.32,60.87
2021-01-29,370.07,53.31,58.58,91.52,35.1,152.0,314.56,59.7
2021-02-01,376.23,54.75,59.58,91.52,35.42,152.0,322.42,60.48
2021-02-02,381.55,55.46,60.28,91.51,34.98,151.02,327.68,61.12
2021-02-03,381.85,55.74,60.46,91.51,34.92,149.68,326.38,61.18
2021-02-04,386.19,55.76,60.54,91.52,34.18,149.28,330.24,61.23
2021-02-05,387.71,56.24,60.97,91.52,34.54,148.03,331.36,61.63
2021-02-08,390.51,56.34,61.3,91.52,34.9,148.68,333.58,61.8
2021-02-09,390.25,56.94,61.74,91.52,34.98,148.79,333.51,62.16
2021-02-10,390.08,57.14,61.71,91.51,35.14,149.78,332.75,61.88
2021-02-11,390.71,57.75,62.16,91.52,34.82,148.96,334.58,62.37
2021-02-12,392.64,57.8,62.45,91.51,34.72,147.11,336.45,62.75
2021-02-16,392.3,57.94,62.75,91.52,34.2,144.87,335.54,63.35
2021-02-17,392.39,57.96,62.56,91.52,33.84,145.79,333.93,62.69
2021-02-18,390.72,57.16,62.01,91.51,33.82,145.2,332.47,62.51
2021-02-19,390.03,57.53,62.29,91.52,33.96,143.27,331.02,62.64
2021-02-22,387.03,55.84,61.64,91.51,34.46,142.18,322.44,62.45
2021-02-23,387.5,56.09,61.8,91.51,34.4,141.77,321.48,62.48
2021-02-24,391.77,55.73,61.81,91.5,34.36,140.84,324.13,62.99
2021-02-25,382.33,54.46,60.65,91.51,33.72,138.54,312.83,61.94
2021-02-26,380.36,53.73,59.8,91.51,32.88,143.12,314.14,61.24
2021-03-01,389.58,55.17,61.09,91.5,32.84,141.06,323.59,62.31
2021-03-02,386.54,54.63,60.98,91.5,33.02,141.07,318.4,62.52
2021-03-03,381.42,54.52,60.58,91.51,32.68,139.54,309.16,62.1
2021-03-04,376.7,53.25,59.76,91.51,32.34,138.64,304.1,61.37
2021-03-05,383.63,53.83,60.32,91.51,32.36,138.91,308.68,61.8
2021-03-08,381.72,52.38,59.66,91.5,32.04,137.83,299.94,61.72
2021-03-09,387.17,53.53,60.55,91.5,32.72,139.74,311.77,62.68
2021-03-10,389.58,53.29,60.69,91.5,32.86,140.02,310.88,63.1
2021-03-11,393.53,54.97,61.5,91.51,32.86,139.01,318.04,63.68
2021-03-12,394.06,53.99,61.3,91.5,32.88,136.06,315.46,63.64
2021-03-15,396.41,54.12,61.39,91.5,32.98,136.86,318.83,63.55
2021-03-16,395.91,54.35,61.51,91.5,33.02,136.31,320.58,63.63
2021-03-17,397.26,54.42,61.79,91.51,33.24,135.29,321.9,63.96
2021-03-18,391.48,53.42,61.12,91.5,33.06,133.92,312.04,63.17
2021-03-19,389.48,54.08,61.4,91.5,33.22,134.75,313.14,63.21
2021-03-22,392.59,53.92,61.22,91.5,33.14,136.26,318.61,63.16
2021-03-23,389.5,52.89,60.36,91.51,32.88,137.49,317.22,62.24
2021-03-24,387.52,51.68,59.68,91.5,33.0,138.23,311.87,62.13
2021-03-25,389.7,51.92,60.03,91.5,32.88,137.14,311.33,62.45
2021-03-26,395.98,53.27,61.02,91.5,33.0,136.66,316.0,63.28
2021-03-29,395.78,52.9,60.74,91.5,32.6,135.5,315.91,63.04
2021-03-30,394.73,53.07,60.71,91.51,32.04,136.21,314.32,63.1
2021-03-31,396.33,53.34,60.68,91.5,32.52,135.45,319.13,63.0
2021-04-01,400.61,53.86,61.45,91.51,32.92,137.51,324.57,64.01
2021-04-05,406.36,54.07,62.1,91.5,32.9,136.91,331.05,65.11
2021-04-06,406.12,54.37,61.77,91.49,33.22,137.84,330.82,64.52
2021-04-07,406.59,53.57,61.6,91.49,33.1,136.88,331.62,64.66
2021-04-08,408.52,54.01,62.01,91.5,33.46,138.01,335.08,65.11
2021-04-09,411.49,53.55,61.97,91.49,33.22,137.51,337.11,65.19
2021-04-12,411.64,53.23,61.66,91.49,33.0,137.45,336.67,64.89
2021-04-13,412.86,53.45,61.98,91.49,33.22,138.48,340.6,65.29
2021-04-14,411.45,53.72,62.12,91.49,33.1,138.04,336.51,65.32
2021-04-15,415.87,54.21,62.62,91.5,33.64,140.35,341.61,65.89
2021-04-16,417.26,54.35,62.95,91.5,33.82,139.26,342.01,66.67
2021-04-19,415.21,54.15,62.78,91.49,33.74,138.86,338.88,66.71
2021-04-20,412.17,53.71,61.85,91.49,33.86,139.5,336.41,65.54
2021-04-21,416.07,54.04,62.39,91.49,34.2,139.78,339.29,66.14
2021-04-22,412.27,53.85,62.19,91.5,34.0,140.39,335.2,65.91
2021-04-23,416.74,54.63,62.86,91.5,33.82,140.06,339.42,66.56
2021-04-26,417.61,54.7,62.99,91.49,33.94,139.86,341.63,66.76
2021-04-27,417.52,54.67,62.81,91.5,33.84,138.64,340.15,66.78
2021-04-28,417.4,55.08,63.16,91.49,33.94,138.73,339.0,66.99
2021-04-29,420.06,54.95,63.13,91.49,33.8,138.32,340.22,67.01
2021-04-30,417.3,53.98,62.24,91.5,33.7,138.64,337.99,66.01
2021-05-03,418.2,53.98,62.74,91.5,34.14,138.52,336.19,66.86
2021-05-04,415.62,53.37,61.93,91.49,33.88,139.46,330.14,65.74
2021-05-05,415.75,53.62,62.59,91.5,34.04,139.69,329.03,66.69
2021-05-06,419.07,54.13,63.1,91.5,34.6,139.92,331.51,67.19
2021-05-07,422.12,54.69,63.8,91.49,34.9,139.23,334.2,68.21
2021-05-10,417.94,53.71,63.26,91.49,35.04,137.82,325.76,67.69
2021-05-11,414.21,53.56,62.62,91.49,35.04,137.04,325.31,66.91
2021-05-12,405.41,52.08,61.4,91.48,34.68,135.6,316.89,66.16
2021-05-13,410.28,52.01,61.71,91.48,34.84,135.81,319.34,66.7
2021-05-14,416.58,52.95,62.77,91.48,35.12,137.08,326.39,67.93
2021-05-17,415.52,52.9,62.68,91.49,35.56,136.79,324.41,67.9
2021-05-18,411.94,53.61,63.02,91.49,35.6,136.44,322.22,67.96
2021-05-19,410.86,53.45,62.57,91.48,35.64,136.11,322.59,67.22
2021-05-20,415.28,53.76,63.28,91.48,35.8,137.23,328.83,68.26
2021-05-21,414.94,53.14,63.11,91.49,35.84,137.67,327.01,68.3
2021-05-24,419.17,53.58,63.54,91.48,35.88,138.18,332.51,68.74
2021-05-25,418.24,54.11,63.74,91.48,36.2,139.46,332.97,68.77
2021-05-26,419.07,54.51,63.86,91.48,36.14,139.22,334.13,68.57
2021-05-27,419.29,54.52,63.92,91.49,36.16,138.66,332.88,68.78
2021-05-28,420.04,54.87,64.21,91.49,36.26,138.44,333.93,68.95
2021-06-01,419.67,56.0,64.78,91.48,36.2,138.21,332.82,69.48
2021-06-02,420.33,56.09,64.95,91.48,36.37,138.53,333.47,69.58
2021-06-03,418.77,55.49,64.47,91.48,35.64,138.01,330.0,69.09
2021-06-04,422.6,55.99,65.1,91.49,36.04,139.9,335.6,69.66
2021-06-07,422.19,55.71,65.17,91.47,36.19,139.47,336.6,69.98
2021-06-08,422.28,55.44,65.01,91.47,36.07,140.45,336.76,69.97
2021-06-09,421.65,55.28,64.82,91.47,36.01,141.69,336.84,69.85
2021-06-10,423.61,55.48,65.09,91.47,36.16,142.54,340.35,69.94
2021-06-11,424.31,55.29,65.13,91.48,35.76,142.31,341.24,70.17
2021-06-14,425.26,55.44,65.28,91.47,35.55,141.22,344.51,70.35
2021-06-15,424.48,55.06,65.2,91.47,35.41,141.05,342.26,70.36
2021-06-16,422.11,54.31,64.64,91.48,34.82,140.93,341.01,69.67
2021-06-17,421.97,54.61,64.4,91.47,33.75,143.04,345.34,69.03
2021-06-18,414.92,54.23,63.34,91.48,33.56,145.73,342.63,67.68
2021-06-21,420.86,54.46,63.54,91.47,33.97,143.29,344.36,67.94
2021-06-22,423.11,54.21,63.48,91.47,33.83,143.64,347.57,67.96
2021-06-23,422.6,54.54,63.3,91.47,33.8,143.27,347.74,67.54
2021-06-24,425.1,55.04,63.9,91.48,33.77,143.5,349.89,68.19
2021-06-25,426.61,55.5,64.14,91.48,33.88,142.01,349.46,68.33
2021-06-28,427.47,55.55,63.9,91.47,33.88,143.47,353.71,67.8
2021-06-29,427.7,55.51,63.87,91.47,33.53,143.71,354.99,67.84
2021-06-30,428.06,55.15,63.39,91.47,33.71,144.35,354.43,67.26
2021-07-01,430.43,54.84,63.44,91.48,33.81,144.17,354.57,67.66
2021-07-02,433.72,54.78,63.57,91.47,34.04,145.04,358.64,67.85
2021-07-06,432.93,53.82,62.93,91.46,34.22,146.74,360.19,67.42
2021-07-07,434.46,53.76,63.16,91.46,34.34,148.04,360.95,67.84
2021-07-08,430.92,52.64,62.14,91.47,34.33,148.62,358.77,66.97
2021-07-09,435.52,53.55,63.28,91.47,34.43,146.53,361.01,68.03
2021-07-12,437.08,53.6,63.42,91.47,34.4,146.34,362.42,68.36
2021-07-13,435.59,53.65,63.22,91.47,34.45,145.22,362.42,67.93
2021-07-14,436.24,53.88,63.39,91.46,34.8,146.87,363.07,68.04
2021-07-15,434.75,54.01,63.01,91.47,34.81,148.49,360.52,67.31
2021-07-16,431.34,53.59,62.51,91.47,34.48,148.21,357.6,66.86
2021-07-19,424.97,52.69,61.43,91.46,34.5,151.46,354.67,65.5
2021-07-20,431.06,52.86,61.8,91.46,34.47,150.0,358.79,65.89
2021-07-21,434.55,53.2,62.59,91.46,34.34,148.1,361.56,67.15
2021-07-22,435.46,53.3,62.67,91.47,34.41,149.5,363.95,67.26
2021-07-23,439.94,52.51,62.71,91.46,34.29,148.5,368.2,67.84
2021-07-26,441.02,51.51,62.42,91.47,34.23,148.06,368.49,68.1
2021-07-27,439.01,50.47,61.88,91.46,34.29,149.64,364.43,67.95
2021-07-28,438.83,51.84,62.55,91.46,34.44,149.65,365.83,68.3
2021-07-29,440.65,52.1,62.92,91.47,34.83,148.82,366.48,68.83
2021-07-30,438.51,51.6,62.49,91.46,34.56,149.52,364.57,68.51
2021-08-02,437.59,51.97,62.84,91.46,34.53,150.67,364.6,68.83
2021-08-03,441.15,52.19,63.25,91.46,34.49,150.75,366.81,69.33
2021-08-04,438.98,52.46,63.16,91.46,34.51,151.06,367.34,69.27
2021-08-05,441.76,52.38,63.39,91.46,34.35,150.29,369.67,69.63
2021-08-06,442.49,51.94,63.07,91.47,33.52,147.78,368.05,69.25
2021-08-09,442.13,52.11,63.11,91.47,32.91,147.25,368.73,69.2
2021-08-10,442.68,52.18,63.25,91.46,32.93,146.57,366.84,69.39
2021-08-11,443.78,52.32,63.59,91.46,33.38,146.48,366.21,69.87
2021-08-12,445.11,51.86,63.39,91.46,33.39,146.24,367.53,69.85
2021-08-13,445.92,51.73,63.62,91.47,33.87,148.55,368.82,70.38
2021-08-16,446.97,51.26,63.22,91.45,34.03,148.91,368.98,70.0
2021-08-17,444.04,50.32,62.46,91.45,33.98,148.85,365.73,69.44
2021-08-18,439.18,50.4,62.32,91.45,34.02,149.35,362.21,69.25
2021-08-19,439.86,49.54,61.58,91.47,33.91,150.45,363.96,68.44
2021-08-20,443.36,49.5,61.71,91.47,33.92,150.55,367.73,68.83
2021-08-23,447.26,50.25,62.4,91.45,34.33,150.45,373.23,69.43
2021-08-24,447.97,51.39,62.96,91.45,34.32,149.28,374.37,69.48
2021-08-25,448.91,51.45,62.98,91.45,34.09,148.04,374.8,69.57
2021-08-26,446.26,50.96,62.57,91.46,34.13,148.45,372.42,69.16
2021-08-27,450.25,51.59,63.24,91.46,34.62,149.46,376.04,69.94
2021-08-30,452.23,51.7,63.25,91.46,34.46,149.85,380.26,69.94
2021-08-31,451.56,52.41,63.44,91.45,34.53,148.83,379.95,69.75
2021-09-01,451.8,53.08,64.04,91.45,34.55,148.89,380.58,70.24
2021-09-02,453.19,52.84,64.22,91.47,34.45,149.54,380.4,70.6
2021-09-03,453.08,53.12,64.56,91.45,34.82,148.18,381.57,70.35
2021-09-07,451.46,53.43,64.6,91.45,34.13,146.93,382.11,70.08
2021-09-08,450.91,52.65,63.98,91.45,34.04,147.93,380.78,69.35
2021-09-09,448.98,52.55,63.9,91.45,34.18,149.72,379.47,69.14
2021-09-10,445.44,52.49,63.75,91.46,34.04,148.4,376.59,68.94
2021-09-13,446.58,52.63,64.15,91.46,34.14,149.3,376.33,69.34
2021-09-14,444.17,52.19,63.79,91.45,34.37,151.11,375.26,69.16
2021-09-15,447.88,52.18,64.02,91.45,34.16,150.58,378.05,69.17
2021-09-16,447.17,51.59,63.68,91.46,33.39,149.89,378.31,69.14
2021-09-17,441.4,51.37,63.0,91.45,33.34,149.17,373.83,68.04
2021-09-20,434.04,49.99,61.28,91.46,33.58,151.02,365.7,66.33
2021-09-21,433.63,50.36,61.87,91.45,33.79,150.89,366.15,67.02
2021-09-22,437.86,50.99,62.33,91.45,33.65,151.79,369.57,67.66
2021-09-23,443.18,51.39,62.94,91.46,33.27,148.36,372.98,68.57
2021-09-24,443.91,50.78,62.34,91.45,33.25,146.91,373.33,67.76
2021-09-27,442.64,51.11,62.49,91.45,33.32,146.37,370.35,67.66
2021-09-28,433.72,50.45,61.24,91.45,32.98,144.09,359.87,66.07
2021-09-29,434.45,49.98,61.03,91.46,32.85,144.34,359.28,65.84
2021-09-30,429.14,50.38,60.96,91.46,33.41,144.32,357.96,65.61
2021-10-01,434.24,50.33,61.12,91.46,33.49,145.35,360.18,66.02
2021-10-04,428.64,49.59,60.47,91.44,33.65,144.98,352.62,65.68
2021-10-05,433.1,49.94,60.88,91.45,33.5,143.58,357.38,66.0
2021-10-06,434.9,49.66,60.5,91.45,33.59,144.39,359.67,65.57
2021-10-07,438.66,50.63,61.22,91.45,33.4,142.88,362.97,66.06
2021-10-08,437.86,50.82,61.27,91.45,33.42,141.88,361.16,66.1
2021-10-11,434.69,50.72,61.08,91.45,33.36,141.52,358.39,65.71
2021-10-12,433.62,50.46,61.01,91.45,33.52,143.94,357.14,65.97
2021-10-13,435.18,51.16,61.7,91.45,34.11,145.34,360.0,66.95
2021-10-14,442.5,51.32,62.21,91.44,34.2,145.88,366.63,67.69
2021-10-15,445.87,51.94,62.74,91.45,33.66,145.03,368.94,68.2
2021-10-18,447.19,51.81,62.55,91.44,33.57,145.71,372.65,67.89
2021-10-19,450.64,52.5,63.03,91.44,33.68,143.7,375.47,68.27
2021-10-20,452.41,52.49,63.23,91.44,33.98,142.73,374.98,68.55
2021-10-21,453.59,52.15,62.83,91.44,33.95,142.56,377.27,68.54
2021-10-22,453.12,52.04,63.04,91.44,34.15,144.13,374.1,68.87
2021-10-25,455.55,52.31,63.08,91.45,34.39,143.91,377.93,68.62
2021-10-26,455.96,52.04,63.06,91.43,34.13,145.1,379.12,68.88
2021-10-27,453.94,51.62,62.72,91.43,34.22,147.74,380.0,68.66
2021-10-28,458.32,51.67,63.18,91.45,34.22,147.24,384.22,69.42
2021-10-29,459.25,50.92,62.63,91.45,33.93,147.69,386.11,68.91
2021-11-01,460.04,51.32,63.24,91.45,34.1,146.44,387.43,69.52
2021-11-02,461.9,50.86,62.92,91.43,34.03,147.09,389.05,69.35
2021-11-03,464.72,51.1,63.34,91.43,33.75,145.57,393.18,70.02
2021-11-04,466.91,50.98,63.28,91.44,34.1,147.1,398.22,69.8
2021-11-05,468.53,50.92,63.39,91.44,34.56,149.3,398.6,69.93
2021-11-08,468.93,51.39,63.62,91.45,34.7,149.02,398.06,70.02
2021-11-09,467.38,51.19,63.45,91.43,34.87,150.96,395.32,69.94
2021-11-10,463.62,50.98,62.82,91.43,35.26,148.2,389.51,69.13
2021-11-11,463.77,51.86,63.26,91.44,35.45,147.98,390.59,69.38
2021-11-12,467.27,52.0,63.6,91.44,35.5,147.33,394.7,69.56
2021-11-15,467.43,51.83,63.45,91.44,35.45,145.48,394.61,69.33
2021-11-16,469.28,51.9,63.35,91.43,35.21,145.11,397.42,69.18
2021-11-17,468.14,51.63,63.17,91.43,35.53,146.26,397.63,69.27
2021-11-18,469.73,51.0,63.03,91.44,35.41,146.81,401.75,69.34
2021-11-19,468.89,50.92,62.63,91.44,35.15,148.36,403.99,68.42
2021-11-22,467.57,50.51,62.24,91.44,34.34,146.62,399.3,67.87
2021-11-23,468.19,50.46,62.21,91.43,34.07,144.5,397.48,67.63
2021-11-24,469.44,50.39,61.93,91.44,34.03,146.82,398.76,67.2
2021-11-26,458.97,48.7,60.15,91.43,33.96,150.53,391.2,65.56
2021-11-29,464.6,48.89,60.42,91.44,33.94,149.32,399.69,66.02
2021-11-30,455.56,48.84,59.94,91.43,33.68,151.59,393.82,65.54
2021-12-01,450.5,49.02,59.76,91.44,33.84,152.34,387.12,65.16
2021-12-02,457.4,49.62,60.57,91.44,33.64,152.53,389.91,65.91
2021-12-03,453.42,48.92,60.17,91.43,33.93,154.35,383.13,65.41
2021-12-06,458.79,49.3,60.7,91.43,33.83,152.23,386.2,66.17
2021-12-07,468.28,50.08,61.89,91.43,33.96,151.0,397.83,67.51
2021-12-08,469.52,50.28,62.01,91.44,33.97,148.39,399.61,67.74
2021-12-09,466.35,50.04,61.57,91.43,33.76,149.22,393.73,67.11
2021-12-10,470.74,50.08,61.66,91.44,33.91,148.86,398.01,67.27
2021-12-13,466.57,48.59,60.95,91.44,34.0,151.06,392.26,66.56
2021-12-14,463.36,48.48,60.71,91.44,33.7,150.7,388.2,66.14
2021-12-15,470.6,48.34,61.21,91.44,33.82,149.25,397.05,67.02
2021-12-16,466.45,48.4,61.28,91.43,34.22,149.14,386.84,67.1
2021-12-17,459.87,48.16,60.61,91.44,34.16,150.83,384.91,66.12
2021-12-20,454.98,47.44,59.38,91.43,34.01,149.7,380.69,65.51
2021-12-21,463.06,48.24,60.17,91.42,34.01,149.13,389.21,66.35
2021-12-22,467.69,48.47,60.65,91.42,34.33,149.82,393.95,67.17
2021-12-23,470.6,48.72,61.03,91.42,34.41,148.52,396.92,67.63
2021-12-27,477.26,48.94,61.4,91.43,34.48,148.88,403.48,68.37
2021-12-28,476.87,48.78,61.38,91.42,34.34,148.29,401.61,68.4
2021-12-29,477.48,48.56,61.28,91.42,34.33,146.67,401.55,68.51
