ISIN,Ticker,Name,Weight,Sector,Country,Asset class,Currency
,6030,CITIC Securities Co Ltd,0.000507,Financials,Hong Kong,,HKD
,2611,Guotai Junan Securities Co Ltd,0.000504,Financials,Hong Kong,,HKD
,FIBRAPL,Prologis Property Mexico SA de CV,0.000503,Real Estate,Mexico,,MXN
,DSSA,Dian Swastatika Sentosa Tbk PT,0.000502,Energy,Indonesia,,IDR
,TRP,Torrent Pharmaceuticals Ltd,0.0005,Health Care,India,,INR
,GVTD,GE Vernova T&D India Ltd,0.000499,Industrials,India,,INR
,1919,COSCO SHIPPING Holdings Co Ltd,0.000498,Industrials,Hong Kong,,HKD
,3045,Taiwan Mobile Co Ltd,0.000498,Communication Services,Taiwan,,TWD
,4958,Zhen Ding Technology Holding Ltd,0.000498,Information Technology,Taiwan,,TWD
,RICHT,Richter Gedeon Nyrt,0.000495,Health Care,Hungary,,HUF
,4938,Pegatron Corp,0.000495,Information Technology,Taiwan,,TWD
,TAL,TAL Education Group,0.000494,Consumer Discretionary,United States,,USD
,CPN/F,Central Pattana PCL,0.000493,Real Estate,Thailand,,THB
,AL,Ashok Leyland Ltd,0.000493,Industrials,India,,INR
,GAM,Gamuda Bhd,0.000492,Industrials,Malaysia,,MYR
,5876,Shanghai Commercial & Savings Bank Ltd/The,0.000491,Financials,Taiwan,,TWD
,PPH,Pepkor Holdings Ltd,0.000491,Consumer Discretionary,South Africa,,ZAR
,300502,Eoptolink Technology Inc Ltd,0.00049,Communication Services,China,,CNY
,AMM,AMMB Holdings Bhd,0.000489,Financials,Malaysia,,MYR
,TME,Tencent Music Entertainment Group,0.000489,Information Technology,United States,,USD
,2382,Sunny Optical Technology Group Co Ltd,0.000488,Information Technology,Hong Kong,,HKD
,836,China Resources Power Holdings Co Ltd,0.000487,Utilities,Hong Kong,,HKD
,HDFCAMC,HDFC Asset Management Co Ltd,0.000486,Financials,India,,INR
,AKBNK,Akbank TAS,0.000486,Financials,Turkey,,TRY
,SUEL,Suzlon Energy Ltd,0.000483,Energy,India,,INR
,FUNO11,Fibra Uno Administracion SA de CV,0.000483,Real Estate,Mexico,,MXN
,2395,Advantech Co Ltd,0.000482,Information Technology,Taiwan,,TWD
,BHFC,Bharat Forge Ltd,0.000481,Materials,India,,INR
,358,Jiangxi Copper Co Ltd,0.00048,Materials,Hong Kong,,HKD
,CIBEST,Grupo Cibest SA,0.000477,Financials,Colombia,,COP
,GGBR4,Gerdau SA,0.000475,Materials,Brazil,,BRL
,GFINBURO,Grupo Financiero Inbursa SAB de CV,0.000474,Financials,Mexico,,MXN
,CGPOWER,CG Power & Industrial Solutions Ltd,0.000471,Industrials,India,,INR
,2099,China Gold International Resources Corp Ltd,0.000465,Materials,Hong Kong,,HKD
,ENEV3,Eneva SA,0.000464,Utilities,Brazil,,BRL
,3606,Fuyao Glass Industry Group Co Ltd,0.000464,Industrials,Hong Kong,,HKD
,RHBBANK,RHB Bank Bhd,0.000458,Financials,Malaysia,,MYR
,BBDC3,Banco Bradesco SA,0.000458,Financials,Brazil,,BRL
,JINDALST,Jindal Steel Ltd,0.000458,Materials,India,,INR
,KOFUBL,Coca-Cola Femsa SAB de CV,0.000458,Consumer Staples,Mexico,,MXN
,1590,Airtac International Group,0.000457,Industrials,Taiwan,,TWD
,TIMS3,TIM SA/Brazil,0.000456,Communication Services,Brazil,,BRL
,RNI,Reinet Investments SCA,0.000455,Financials,South Africa,,ZAR
,ICICIGI,ICICI Lombard General Insurance Co Ltd,0.000455,Financials,India,,INR
,BDO,BDO Unibank Inc,0.000455,Financials,Philippines,,PHP
,BVT,Bidvest Group Ltd,0.000455,Industrials,South Africa,,ZAR
,9863,Zhejiang Leapmotor Technology Co Ltd,0.000453,Consumer Discretionary,Hong Kong,,HKD
,PTG,Petronas Gas Bhd,0.000452,Utilities,Malaysia,,MYR
,3044,Tripod Technology Corp,0.000451,Information Technology,Taiwan,,TWD
,PIDI,Pidilite Industries Ltd,0.000451,Materials,India,,INR
,AUBANK,AU Small Finance Bank Ltd,0.000441,Financials,India,,INR
,GCPL,Godrej Consumer Products Ltd,0.000441,Consumer Staples,India,,INR
,FORH,Fortis Healthcare Ltd,0.00044,Health Care,India,,INR
,MAXF,Max Financial Services Ltd,0.00044,Financials,India,,INR
,688256,Cambricon Technologies Corp Ltd,0.000438,Information Technology,China,,CNY
,MISC,MISC Bhd,0.000437,Industrials,Malaysia,,MYR
,TRUE/F,True Corp PCL,0.000435,Communication Services,Thailand,,THB
,PAYTM,One 97 Communications Ltd,0.000433,Industrials,India,,INR
,3702,WPG Holdings Ltd,0.000433,Information Technology,Taiwan,,TWD
,PCHEM,Petronas Chemicals Group Bhd,0.000433,Materials,Malaysia,,MYR
,9698,GDS Holdings Ltd,0.000433,Information Technology,Hong Kong,,HKD
,BZ,Kanzhun Ltd,0.00043,Industrials,United States,,USD
,BIMBOA,Grupo Bimbo SAB de CV,0.00043,Consumer Staples,Mexico,,MXN
,6239,Powertech Technology Inc,0.000428,Information Technology,Taiwan,,TWD
,GCARSOA1,Grupo Carso SAB de CV,0.000428,Industrials,Mexico,,MXN
,MRCO,Marico Ltd,0.000426,Consumer Staples,India,,INR
,UGPA3,Ultrapar Participacoes SA,0.000425,Energy,Brazil,,BRL
,RECL,REC Ltd,0.000423,Financials,India,,INR
,858,Wuliangye Yibin Co Ltd,0.000423,Consumer Staples,China,,CNY
,CMIG4,Cia Energetica de Minas Gerais,0.000423,Utilities,Brazil,,BRL
,CBQK,Commercial Bank PSQC/The,0.000423,Financials,Qatar,,QAR
,1772,Ganfeng Lithium Group Co Ltd,0.000422,Materials,Hong Kong,,HKD
,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV,0.000422,Industrials,Mexico,,MXN
,2404,United Integrated Services Co Ltd,0.000421,Industrials,Taiwan,,TWD
,601166,Industrial Bank Co Ltd,0.000421,Financials,China,,CNY
,1816,CGN Power Co Ltd,0.00042,Utilities,Hong Kong,,HKD
,2207,Hotai Motor Co Ltd,0.00042,Consumer Discretionary,Taiwan,,TWD
,AXIA7,Axia Energia,0.000418,Utilities,Brazil,,BRL
,1898,China Coal Energy Co Ltd,0.000418,Energy,Hong Kong,,HKD
,EMBASSY,Embassy Office Parks REIT,0.000414,Real Estate,India,,INR
,GAIL,GAIL India Ltd,0.000414,Energy,India,,INR
,CLS,Clicks Group Ltd,0.000414,Consumer Staples,South Africa,,ZAR
,BBSE3,BB Seguridade Participacoes SA,0.000414,Financials,Brazil,,BRL
,COFORGE,Coforge Ltd,0.000412,Information Technology,India,,INR
,VOD,Vodacom Group Ltd,0.000412,Communication Services,South Africa,,ZAR
,ZAIN,Mobile Telecommunications Co KSCP,0.000411,Communication Services,Kuwait,,KWD
,LTM,LTIMindtree Ltd,0.00041,Information Technology,India,,INR
,RAIL3,Rumo SA,0.00041,Industrials,Brazil,,BRL
,601328,Bank of Communications Co Ltd,0.00041,Financials,China,,CNY
,LAURUS,Laurus Labs Ltd,0.00041,Health Care,India,,INR
,ARBP,Aurobindo Pharma Ltd,0.000409,Health Care,India,,INR
,PPC,Public Power Corp SA,0.000408,Utilities,Greece,,EUR
,BOUBYAN,Boubyan Bank KSCP,0.000408,Financials,Kuwait,,KWD
,2376,Gigabyte Technology Co Ltd,0.000405,Information Technology,Taiwan,,TWD
,168,Tsingtao Brewery Co Ltd,0.000405,Consumer Staples,Hong Kong,,HKD
,UNITDSPR,United Spirits Ltd,0.000404,Consumer Staples,India,,INR
,1787,Shandong Gold Mining Co Ltd,0.000402,Materials,Hong Kong,,HKD
,SRF,SRF Ltd,0.000401,Materials,India,,INR
,OMU,Old Mutual Ltd,0.000401,Financials,South Africa,,ZAR
,5347,Vanguard International Semiconductor Corp,0.0004,Information Technology,Taiwan,,TWD
,KOMB,Komercni Banka AS,0.000398,Financials,Czech Republic,,CZK
,BHEL,Bharat Heavy Electricals Ltd,0.000397,Industrials,India,,INR
,1209,China Resources Mixc Lifestyle Services Ltd,0.000395,Real Estate,Hong Kong,,HKD
,KIMBERA,Kimberly-Clark de Mexico SAB de CV,0.000394,Consumer Staples,Mexico,,MXN
,DIXON,Dixon Technologies India Ltd,0.000393,Consumer Discretionary,India,,INR
,THYAO,Turk Hava Yollari AO,0.000393,Consumer Discretionary,Turkey,,TRY
,3908,China International Capital Corp Ltd,0.000392,Financials,Hong Kong,,HKD
,ADNOCDRI,ADNOC Drilling Co PJSC,0.000392,Energy,United Arab Emirates,,AED
,600276,Jiangsu Hengrui Pharmaceuticals Co Ltd,0.000391,Health Care,China,,CNY
,ENGI11,Energisa S/A,0.00039,Utilities,Brazil,,BRL
,2324,Compal Electronics Inc,0.000389,Information Technology,Taiwan,,TWD
,BUPA,Bupa Arabia for Cooperative Insurance Co,0.000388,Financials,Saudi Arabia,,SAR
,MOTV3,Motiva Infraestrutura de Mobilidade SA,0.000388,Industrials,Brazil,,BRL
,POLYCAB,Polycab India Ltd,0.000386,Industrials,India,,INR
,SWIGGY,Swiggy Ltd,0.000386,Consumer Discretionary,India,,INR
,MARK,Masraf Al Rayan QSC,0.000385,Financials,Qatar,,QAR
,3105,Win Semiconductors Corp,0.000383,Information Technology,Taiwan,,TWD
,TOTS3,TOTVS SA,0.000382,Information Technology,Brazil,,BRL
,APAT,APL Apollo Tubes Ltd,0.000382,Materials,India,,INR
,966,China Taiping Insurance Holdings Co Ltd,0.000382,Financials,Hong Kong,,HKD
,MUTH,Muthoot Finance Ltd,0.000381,Financials,India,,INR
,INFOE,Info Edge India Ltd,0.00038,Information Technology,India,,INR
,2475,Luxshare Precision Industry Co Ltd,0.00038,Consumer Discretionary,China,,CNY
,2333,Great Wall Motor Co Ltd,0.000379,Consumer Discretionary,Hong Kong,,HKD
,ECOPETL,Ecopetrol SA,0.000377,Energy,Colombia,,COP
,NACL,National Aluminium Co Ltd,0.000377,Materials,India,,INR
,8069,E Ink Holdings Inc,0.000377,Information Technology,Taiwan,,TWD
,6881,China Galaxy Securities Co Ltd,0.000375,Financials,Hong Kong,,HKD
,2912,President Chain Store Corp,0.000375,Consumer Staples,Taiwan,,TWD
,VIPS,Vipshop Holdings Ltd,0.000373,Consumer Discretionary,United States,,USD
,AMMN,Amman Mineral Internasional PT,0.000372,Materials,Indonesia,,IDR
,6181,Laopu Gold Co Ltd,0.000372,Consumer Discretionary,Hong Kong,,HKD
,601857,PetroChina Co Ltd,0.00037,Energy,China,,CNY
,CENCOSUD,Cencosud SA,0.000368,Consumer Staples,Chile,,CLP
,1099,Sinopharm Group Co Ltd,0.000368,Consumer Staples,Hong Kong,,HKD
,2371,NAURA Technology Group Co Ltd,0.000366,Information Technology,China,,CNY
,ELM,Elm Co,0.000366,Information Technology,Saudi Arabia,,SAR
,135,Kunlun Energy Co Ltd,0.000365,Energy,Hong Kong,,HKD
,DSTKF,Destek Finans Faktoring AS,0.000365,Financials,Turkey,,TRY
,SMPH,SM Prime Holdings Inc,0.000365,Real Estate,Philippines,,PHP
,241,Alibaba Health Information Technology Ltd,0.000365,Consumer Staples,Hong Kong,,HKD
,2834,Taiwan Business Bank,0.000363,Financials,Taiwan,,TWD
,1519,Fortune Electric Co Ltd,0.000363,Industrials,Taiwan,,TWD
,600000,Shanghai Pudong Development Bank Co Ltd,0.000361,Financials,China,,CNY
,DLFU,DLF Ltd,0.000361,Real Estate,India,,INR
,ACEM,Ambuja Cements Ltd,0.000361,Industrials,India,,INR
,OUT,OUTsurance Group Ltd,0.000361,Financials,South Africa,,ZAR
,HPCL,Hindustan Petroleum Corp Ltd,0.000361,Energy,India,,INR
,3808,Sinotruk Hong Kong Ltd,0.000357,Industrials,Hong Kong,,HKD
,SECO,Saudi Energy Co,0.000355,Utilities,Saudi Arabia,,SAR
,HLBK,Hong Leong Bank Bhd,0.000351,Financials,Malaysia,,MYR
,1138,COSCO SHIPPING Energy Transportation Co Ltd,0.000349,Industrials,Hong Kong,,HKD
,ABB,ABB India Ltd,0.000348,Industrials,India,,INR
,914,Anhui Conch Cement Co Ltd,0.000347,Industrials,Hong Kong,,HKD
,POWERIND,Hitachi Energy India Ltd,0.000347,Industrials,India,,INR
,2618,JD Logistics Inc,0.000347,Industrials,Hong Kong,,HKD
,BOCHGR,Bank of Cyprus Holdings PLC,0.000347,Financials,Greece,,EUR
,ITUB3,Itau Unibanco Holding SA,0.000346,Financials,Brazil,,BRL
,MALLPLAZ,Plaza SA,0.000345,Real Estate,Chile,,CLP
,ISA,Interconexion Electrica SA ESP,0.000345,Utilities,Colombia,,COP
,300274,Sungrow Power Supply Co Ltd,0.000345,Energy,China,,CNY
,UPLL,UPL Ltd,0.000344,Materials,India,,INR
,GNP,Glenmark Pharmaceuticals Ltd,0.000341,Health Care,India,,INR
,601088,China Shenhua Energy Co Ltd,0.00034,Energy,China,,CNY
,SCC/F,Siam Cement PCL/The,0.000339,Industrials,Thailand,,THB
,2356,Inventec Corp,0.000338,Information Technology,Taiwan,,TWD
,BPI,Bank of the Philippine Islands,0.000337,Financials,Philippines,,PHP
,6990,Sichuan Kelun-Biotech Biopharmaceutical Co Ltd,0.000337,Health Care,Hong Kong,,HKD
,6488,Globalwafers Co Ltd,0.000337,Information Technology,Taiwan,,TWD
,8046,Nan Ya Printed Circuit Board Corp,0.000337,Information Technology,Taiwan,,TWD
,ADANIENS,Adani Energy Solutions Ltd,0.000336,Utilities,India,,INR
,ORDS,Ooredoo QPSC,0.000335,Communication Services,Qatar,,QAR
,600030,CITIC Securities Co Ltd,0.000335,Financials,China,,CNY
,SUF,Sundaram Finance Ltd,0.000332,Financials,India,,INR
,916,China Longyuan Power Group Corp Ltd,0.000331,Utilities,Hong Kong,,HKD
,322,Tingyi Cayman Islands Holding Corp,0.00033,Consumer Staples,Hong Kong,,HKD
,QGTS,Qatar Gas Transport Co Ltd,0.00033,Industrials,Qatar,,QAR
,268,Kingdee International Software Group Co Ltd,0.00033,Information Technology,Hong Kong,,HKD
,MBRF3,MBRF Global Foods Co SA,0.000329,Consumer Staples,Brazil,,BRL
,EXX,Exxaro Resources Ltd,0.000328,Energy,South Africa,,ZAR
,902,Huaneng Power International Inc,0.000328,Utilities,Hong Kong,,HKD
,YES,Yes Bank Ltd,0.000326,Financials,India,,INR
,EMAARDEV,Emaar Development PJSC,0.000326,Real Estate,United Arab Emirates,,AED
,VOLT,Voltas Ltd,0.000326,Industrials,India,,INR
,MCX,Multi Commodity Exchange of India Ltd,0.000326,Financials,India,,INR
,SOIL,Solar Industries India Ltd,0.000325,Materials,India,,INR
,300059,East Money Information Co Ltd,0.000325,Financials,China,,CNY
,GRT,Growthpoint Properties Ltd,0.000323,Real Estate,South Africa,,ZAR
,IOI,IOI Corp Bhd,0.000322,Consumer Staples,Malaysia,,MYR
,PHNX,Phoenix Mills Ltd/The,0.00032,Real Estate,India,,INR
,1988,China Minsheng Banking Corp Ltd,0.000319,Financials,Hong Kong,,HKD
,603993,CMOC Group Ltd,0.000318,Materials,China,,CNY
,KLBN11,Klabin SA,0.000318,Materials,Brazil,,BRL
,MASAR,Umm Al Qura for Development & Construction Co,0.000318,Real Estate,Saudi Arabia,,SAR
,601988,Bank of China Ltd,0.000317,Financials,China,,CNY
,9880,UBTech Robotics Corp Ltd,0.000317,Industrials,Hong Kong,,HKD
,6862,Haidilao International Holding Ltd,0.000317,Consumer Discretionary,Hong Kong,,HKD
,MRF,MRF Ltd,0.000315,Consumer Discretionary,India,,INR
,2347,Synnex Technology International Corp,0.000314,Information Technology,Taiwan,,TWD
,GENTERA*,Gentera SAB de CV,0.000314,Financials,Mexico,,MXN
,TIINDIA,Tube Investments of India Ltd,0.00031,Materials,India,,INR
,H2O,Societatea De Producere A Energiei Electrice in Hidrocentrale Hidroelectrica SA,0.000309,Utilities,Romania,,RON
,AXIA6,Axia Energia,0.000308,Utilities,Brazil,,BRL
,425,Minth Group Ltd,0.000307,Consumer Discretionary,Hong Kong,,HKD
,HAVL,Havells India Ltd,0.000306,Industrials,India,,INR
,SWB,Sunway Bhd,0.000306,Real Estate,Malaysia,,MYR
,TCELL,Turkcell Iletisim Hizmetleri AS,0.000306,Communication Services,Turkey,,TRY
,LREN3,Lojas Renner SA,0.000305,Consumer Discretionary,Brazil,,BRL
,3888,Kingsoft Corp Ltd,0.000304,Information Technology,Hong Kong,,HKD
,VMM,Vishal Mega Mart Ltd,0.000303,Consumer Discretionary,India,,INR
,1605,Walsin Lihwa Corp,0.000303,Industrials,Taiwan,,TWD
,NYKAA,FSN E-Commerce Ventures Ltd,0.000303,Consumer Discretionary,India,,INR
,780,Tongcheng Travel Holdings Ltd,0.000302,Consumer Discretionary,Hong Kong,,HKD
,BELA,JUMBO SA,0.000301,Consumer Discretionary,Greece,,EUR
,MPHL,Mphasis Ltd,0.0003,Information Technology,India,,INR
,PINFRA*,Promotora y Operadora de Infraestructura SAB de CV,0.0003,Industrials,Mexico,,MXN
,MOH,Motor Oil Hellas Corinth Refineries SA,0.0003,Energy,Greece,,EUR
,2618,Eva Airways Corp,0.0003,Consumer Discretionary,Taiwan,,TWD
,ADNOCDIS,Abu Dhabi National Oil Co for Distribution PJSC,0.0003,Energy,United Arab Emirates,,AED
,2615,Wan Hai Lines Ltd,0.000299,Industrials,Taiwan,,TWD
,2268,WuXi XDC Cayman Inc,0.000298,Health Care,Hong Kong,,HKD
,270,Guangdong Investment Ltd,0.000297,Utilities,Hong Kong,,HKD
,3800,GCL Technology Holdings Ltd,0.000296,Energy,Hong Kong,,HKD
,BH/F,Bumrungrad Hospital PCL,0.000296,Health Care,Thailand,,THB
,NMDC,NMDC Ltd,0.000295,Materials,India,,INR
,2474,Catcher Technology Co Ltd,0.000294,Information Technology,Taiwan,,TWD
,VESTA*,Corp Inmobiliaria Vesta SAB de CV,0.000294,Real Estate,Mexico,,MXN
,APN,Aspen Pharmacare Holdings Ltd,0.000294,Health Care,South Africa,,ZAR
,CDB,CELCOMDIGI BHD,0.000293,Communication Services,Malaysia,,MYR
,SIEM,Siemens Ltd,0.000291,Industrials,India,,INR
,BOB,Bank of Baroda,0.000291,Financials,India,,INR
,SAHOL,Haci Omer Sabanci Holding AS,0.000291,Financials,Turkey,,TRY
,GEKTERNA,GEK TERNA SA,0.000291,Industrials,Greece,,EUR
,285,BYD Electronic International Co Ltd,0.000291,Communication Services,Hong Kong,,HKD
,6415,Silergy Corp,0.00029,Information Technology,Taiwan,,TWD
,OINL,Oil India Ltd,0.00029,Energy,India,,INR
,1766,CRRC Corp Ltd,0.000289,Industrials,Hong Kong,,HKD
,2409,AUO Corp,0.000287,Information Technology,Taiwan,,TWD
,BBNI,Bank Negara Indonesia Persero Tbk PT,0.000287,Financials,Indonesia,,IDR
,KLK,Kuala Lumpur Kepong Bhd,0.000286,Materials,Malaysia,,MYR
,601601,China Pacific Insurance Group Co Ltd,0.000286,Financials,China,,CNY
,UNBK,Union Bank of India Ltd,0.000286,Financials,India,,INR
,COPEC,Empresas Copec SA,0.000285,Energy,Chile,,CLP
,GRUMAB,Gruma SAB de CV,0.000284,Consumer Staples,Mexico,,MXN
,HYUNDAI,Hyundai Motor India Ltd,0.000284,Consumer Discretionary,India,,INR
,WAAREEEN,WAAREE Energies Ltd,0.000283,Energy,India,,INR
,TBS,Tiger Brands Ltd,0.000283,Consumer Staples,South Africa,,ZAR
,TTB/F,TMBThanachart Bank PCL,0.000283,Financials,Thailand,,THB
,6919,Caliway Biopharmaceuticals Co Ltd,0.000283,Health Care,Taiwan,,TWD
,HTO,Hellenic Telecommunications Organization SA,0.000282,Communication Services,Greece,,EUR
,2609,Yang Ming Marine Transport Corp,0.000282,Industrials,Taiwan,,TWD
,JSW,JSW Energy Ltd,0.000281,Utilities,India,,INR
,1504,Teco Electric and Machinery Co Ltd,0.000281,Industrials,Taiwan,,TWD
,601225,Shaanxi Coal Industry Co Ltd,0.000281,Energy,China,,CNY
,KEII,KEI Industries Ltd,0.000281,Industrials,India,,INR
,SALIK,Salik Co PJSC,0.00028,Industrials,United Arab Emirates,,AED
,YANSAB,Yanbu National Petrochemical Co,0.00028,Materials,Saudi Arabia,,SAR
,MEGACPO,Megacable Holdings SAB de CV,0.00028,Communication Services,Mexico,,MXN
,TPW,Torrent Power Ltd,0.000279,Utilities,India,,INR
,603259,WuXi AppTec Co Ltd,0.000279,Health Care,China,,CNY
,MAXIS,Maxis Bhd,0.000278,Communication Services,Malaysia,,MYR
,BOS,Bosch Ltd,0.000278,Consumer Discretionary,India,,INR
,DABUR,Dabur India Ltd,0.000277,Consumer Staples,India,,INR
,QIIK,Qatar International Islamic Bank QSC,0.000276,Financials,Qatar,,QAR
,UNTR,United Tractors Tbk PT,0.000275,Materials,Indonesia,,IDR
,1102,Asia Cement Corp,0.000275,Industrials,Taiwan,,TWD
,ALWN,Allwyn AG,0.000274,Consumer Discretionary,Greece,,EUR
,1402,Far Eastern New Century Corp,0.000273,Industrials,Taiwan,,TWD
,ALARKAN,Dar Al Arkan Real Estate Development Co,0.000271,Real Estate,Saudi Arabia,,SAR
,600309,Wanhua Chemical Group Co Ltd,0.000271,Materials,China,,CNY
,360ONE,360 ONE WAM Ltd,0.000271,Financials,India,,INR
,2353,Acer Inc,0.00027,Information Technology,Taiwan,,TWD
,ISCTR,Turkiye Is Bankasi AS,0.000269,Financials,Turkey,,TRY
,ASAI3,Sendas Distribuidora S/A,0.000268,Consumer Staples,Brazil,,BRL
,HZ,Hindustan Zinc Ltd,0.000268,Materials,India,,INR
,IDFCFB,IDFC First Bank Ltd,0.000266,Financials,India,,INR
,384,China Gas Holdings Ltd,0.000266,Utilities,Hong Kong,,HKD
,BBAJIOO,Banco del Bajio SA,0.000265,Financials,Mexico,,MXN
,ADANIGR,Adani Green Energy Ltd,0.000265,Utilities,India,,INR
,INBK,Indian Bank,0.000265,Financials,India,,INR
,NHPC,NHPC Ltd,0.000264,Utilities,India,,INR
,AC,Ayala Corp,0.000264,Real Estate,Philippines,,PHP
,YKBNK,Yapi ve Kredi Bankasi AS,0.000264,Financials,Turkey,,TRY
,BJHI,Bajaj Holdings & Investment Ltd,0.000264,Financials,India,,INR
,TAWUNIYA,Co for Cooperative Insurance/The,0.000263,Financials,Saudi Arabia,,SAR
,300394,Suzhou TFC Optical Communication Co Ltd,0.000262,Communication Services,China,,CNY
,151,Want Want China Holdings Ltd,0.000262,Consumer Staples,Hong Kong,,HKD
,GBK,Gulf Bank KSCP,0.000261,Financials,Kuwait,,KWD
,IDEA,Vodafone Idea Ltd,0.00026,Communication Services,India,,INR
,AIRARABI,Air Arabia PJSC,0.00026,Consumer Discretionary,United Arab Emirates,,AED
,SIGMAFA,Sigma Foods SAB de CV,0.000259,Consumer Staples,Mexico,,MXN
,BIOS,Biocon Ltd,0.000259,Health Care,India,,INR
,601211,Guotai Junan Securities Co Ltd,0.000259,Financials,China,,CNY
,CBK,Canara Bank,0.000258,Financials,India,,INR
,AXIATA,Axiata Group Bhd,0.000258,Communication Services,Malaysia,,MYR
,CRIN,Coromandel International Ltd,0.000257,Materials,India,,INR
,MANKIND,Mankind Pharma Ltd,0.000256,Health Care,India,,INR
,SI,Supreme Industries Ltd,0.000256,Industrials,India,,INR
,MINT/F,Minor International PCL,0.000256,Consumer Discretionary,Thailand,,THB
,257,China Everbright Environment Group Ltd,0.000256,Utilities,Hong Kong,,HKD
,148,Kingboard Holdings Ltd,0.000256,Materials,Hong Kong,,HKD
,IPCA,Ipca Laboratories Ltd,0.000256,Health Care,India,,INR
,JOMAR,Jabal Omar Development Co,0.000255,Real Estate,Saudi Arabia,,SAR
,SRCM,Shree Cement Ltd,0.000255,Industrials,India,,INR
,PNB,Punjab National Bank,0.000254,Financials,India,,INR
,DLG,Dialog Group Bhd,0.000254,Energy,Malaysia,,MYR
,PTTGC/F,PTT Global Chemical PCL,0.000253,Materials,Thailand,,THB
,MONET,Moneta Money Bank AS,0.00025,Financials,Czech Republic,,CZK
,PI,PI Industries Ltd,0.000249,Materials,India,,INR
,WHL,Woolworths Holdings Ltd/South Africa,0.000249,Consumer Discretionary,South Africa,,ZAR
,600150,China CSSC Holdings Ltd,0.000248,Industrials,China,,CNY
,2714,Muyuan Foods Co Ltd,0.000248,Consumer Staples,China,,CNY
,ZYDUSLIF,Zydus Lifesciences Ltd,0.000247,Health Care,India,,INR
,GOTO,GoTo Gojek Tokopedia Tbk PT,0.000247,Information Technology,Indonesia,,IDR
,SANB11,Banco Santander Brasil SA,0.000247,Financials,Brazil,,BRL
,GMRAIRPO,GMR Airports Infrastructure Ltd,0.000247,Industrials,India,,INR
,SAIL,Steel Authority of India Ltd,0.000246,Materials,India,,INR
,IIB,IndusInd Bank Ltd,0.000246,Financials,India,,INR
,CLGT,Colgate-Palmolive India Ltd,0.000246,Consumer Staples,India,,INR
,QFLS,Qatar Fuel QSC,0.000246,Energy,Qatar,,QAR
,1044,Hengan International Group Co Ltd,0.000246,Consumer Staples,Hong Kong,,HKD
,PONY,New Issuer: BB Company ID:71327236,0.000246,Industrials,United States,,USD
,SONACOMS,Sona Blw Precision Forgings Ltd,0.000245,Consumer Discretionary,India,,INR
,2385,Chicony Electronics Co Ltd,0.000244,Information Technology,Taiwan,,TWD
,MRP,Mr Price Group Ltd,0.000244,Consumer Discretionary,South Africa,,ZAR
,ENRIN,Siemens Energy India Ltd,0.000244,Industrials,India,,INR
,3998,Bosideng International Holdings Ltd,0.000243,Consumer Discretionary,Hong Kong,,HKD
,EREGL,Eregli Demir ve Celik Fabrikalari TAS,0.000243,Materials,Turkey,,TRY
,6886,Huatai Securities Co Ltd,0.000243,Financials,Hong Kong,,HKD
,601816,Beijing-Shanghai High Speed Railway Co Ltd,0.000242,Industrials,China,,CNY
,MDKA,Merdeka Copper Gold Tbk PT,0.00024,Materials,Indonesia,,IDR
,600989,Ningxia Baofeng Energy Group Co Ltd,0.000239,Materials,China,,CNY
,ADNOCLS,ADNOC Logistics & Services,0.000239,Industrials,United Arab Emirates,,AED
,3360,Far East Horizon Ltd,0.000239,Financials,Hong Kong,,HKD
,600406,NARI Technology Co Ltd,0.000238,Industrials,China,,CNY
,1888,Kingboard Laminates Holdings Ltd,0.000238,Information Technology,Hong Kong,,HKD
,BLSTR,Blue Star Ltd,0.000238,Industrials,India,,INR
,SIME,Sime Darby Bhd,0.000238,Consumer Discretionary,Malaysia,,MYR
,9995,Remegen Co Ltd,0.000237,Health Care,Hong Kong,,HKD
,1193,China Resources Gas Group Ltd,0.000237,Utilities,Hong Kong,,HKD
,JARIR,Jarir Marketing Co,0.000237,Consumer Discretionary,Saudi Arabia,,SAR
,792,Qinghai Salt Lake Industry Co Ltd,0.000237,Materials,China,,CNY
,JDSL,Jindal Stainless Ltd,0.000237,Materials,India,,INR
,EGIE3,Engie Brasil Energia SA,0.000235,Utilities,Brazil,,BRL
,GPL,Godrej Properties Ltd,0.000235,Real Estate,India,,INR
,PARAUCO,Parque Arauco SA,0.000234,Real Estate,Chile,,CLP
,KBANK-R,Kasikornbank PCL,0.000233,Financials,Thailand,,THB
,PIRAMALF,Piramal Finance Ltd,0.000233,Financials,India,,INR
,ALKEM,Alkem Laboratories Ltd,0.000232,Health Care,India,,INR
,3323,China National Building Material Co Ltd,0.000232,Industrials,Hong Kong,,HKD
,2883,China Oilfield Services Ltd,0.000232,Energy,Hong Kong,,HKD
,300476,Victory Giant Technology Huizhou Co Ltd,0.000231,Information Technology,China,,CNY
,MCDCO,Makkah Construction & Development Co,0.000231,Industrials,Saudi Arabia,,SAR
,867,China Medical System Holdings Ltd,0.00023,Health Care,Hong Kong,,HKD
,601939,China Construction Bank Corp,0.00023,Financials,China,,CNY
,SIBC,Saudi Investment Bank/The,0.000229,Financials,Saudi Arabia,,SAR
,1585,Yadea Group Holdings Ltd,0.000229,Consumer Discretionary,Hong Kong,,HKD
