ISIN,Ticker,Name,Weight,Sector,Country,Asset class,Currency
,601718,Jihua Group Corp Ltd,0.000015,Industrials,China,,CNY
,603000,"People,cn Co Ltd",0.000015,Information Technology,China,,CNY
,600572,Zhejiang Conba Pharmaceutical Co Ltd,0.000015,Health Care,China,,CNY
,600377,Jiangsu Expressway Co Ltd,0.000015,Industrials,China,,CNY
,758,China Nonferrous Metal Industry's Foreign Engineering and Construction Co Ltd,0.000015,Materials,China,,CNY
,300601,Shenzhen Kangtai Biological Products Co Ltd,0.000015,Health Care,China,,CNY
,600649,Shanghai SMI Holding Co Ltd,0.000015,Real Estate,China,,CNY
,600648,Shanghai Waigaoqiao Free Trade Zone Group Co Ltd,0.000015,Real Estate,China,,CNY
,937,Jizhong Energy Resources Co Ltd,0.000015,Energy,China,,CNY
,2430,Hangzhou Oxygen Plant Group Co Ltd,0.000015,Materials,China,,CNY
,300113,Hangzhou Shunwang Technology Co Ltd,0.000015,Information Technology,China,,CNY
,2865,Hainan Drinda New Energy Technology Co Ltd,0.000015,Energy,China,,CNY
,300182,Beijing Jetsen Technology Co Ltd,0.000015,Consumer Discretionary,China,,CNY
,688301,iRay Technology Co Ltd,0.000015,Health Care,China,,CNY
,600718,Neusoft Corp,0.000015,Information Technology,China,,CNY
,600037,Beijing Gehua CATV Network Co Ltd,0.000015,Consumer Discretionary,China,,CNY
,2266,Zhefu Holding Group Co Ltd,0.000015,Utilities,China,,CNY
,600925,Jiangsu Xukuang Energy Co Ltd,0.000015,Energy,China,,CNY
,600271,Aisino Corp,0.000015,Industrials,China,,CNY
,603638,Yantai Eddie Precision Machinery Co Ltd,0.000014,Industrials,China,,CNY
,600763,Topchoice Medical Corp,0.000014,Health Care,China,,CNY
,600655,Shanghai Yuyuan Tourist Mart Group Co Ltd,0.000014,Consumer Discretionary,China,,CNY
,900911,Shanghai Jinqiao Export Processing Zone Development Co Ltd,0.000014,Real Estate,China,,CNY
,2440,Zhejiang Runtu Co Ltd,0.000014,Materials,China,,CNY
,BSDE,Bumi Serpong Damai Tbk PT,0.000014,Real Estate,Indonesia,,IDR
,89,Shenzhen Airport Co Ltd,0.000014,Industrials,China,,CNY
,601860,Jiangsu Zijin Rural Commercial Bank Co Ltd,0.000014,Financials,China,,CNY
,600062,China Resources Double Crane Pharmaceutical Co Ltd,0.000014,Health Care,China,,CNY
,CMIG3,Cia Energetica de Minas Gerais,0.000014,Utilities,Brazil,,BRL
,600575,Huaihe Energy Group Co Ltd,0.000014,Industrials,China,,CNY
,2518,Autohome Inc,0.000014,Information Technology,Hong Kong,,HKD
,598,Chengdu Xingrong Environment Co Ltd,0.000014,Utilities,China,,CNY
,2368,Taiji Computer Corp Ltd,0.000014,Information Technology,China,,CNY
,3035,China Southern Power Grid Energy Efficiency&Clean Energy Co Ltd,0.000014,Energy,China,,CNY
,300773,Lakala Payment Co Ltd,0.000014,Industrials,China,,CNY
,600098,Guangzhou Development Group Inc,0.000014,Energy,China,,CNY
,60,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,0.000014,Materials,China,,CNY
,301498,New Issuer: BB Company ID:52893231,0.000014,Consumer Staples,China,,CNY
,603338,Zhejiang Dingli Machinery Co Ltd,0.000014,Industrials,China,,CNY
,688029,Micro-Tech Nanjing Co Ltd,0.000014,Health Care,China,,CNY
,RLXF,Relaxo Footwears Ltd,0.000014,Consumer Discretionary,India,,INR
,600390,Minmetals Capital Co Ltd,0.000014,Financials,China,,CNY
,688005,Ningbo Ronbay New Energy Technology Co Ltd,0.000014,Industrials,China,,CNY
,ISGYO,Is Gayrimenkul Yatirim Ortakligi AS,0.000014,Real Estate,Turkey,,TRY
,600166,BAIC Foton Motor Co Ltd,0.000014,Consumer Discretionary,China,,CNY
,2531,Titan Wind Energy Suzhou Co Ltd,0.000014,Energy,China,,CNY
,600006,DongFeng Automobile Co Ltd,0.000013,Consumer Discretionary,China,,CNY
,600511,China National Medicines Corp Ltd,0.000013,Health Care,China,,CNY
,600812,North China Pharmaceutical Co Ltd,0.000013,Health Care,China,,CNY
,600867,Tonghua Dongbao Pharmaceutical Co Ltd,0.000013,Health Care,China,,CNY
,688390,GoodWe Technologies Co Ltd,0.000013,Industrials,China,,CNY
,685,Zhongshan Public Utilities Group Co Ltd,0.000013,Utilities,China,,CNY
,2568,Shanghai Bairun Investment Holding Group Co Ltd,0.000013,Materials,China,,CNY
,537,Green Development Electricity Group of Tianjin Co Ltd,0.000013,Utilities,China,,CNY
,600779,Sichuan Swellfun Co Ltd,0.000013,Consumer Staples,China,,CNY
,EUPWR,Europower Enerji VE Otomasyon Teknolojileri Sanayi Ticaret AS,0.000013,Industrials,Turkey,,TRY
,600820,Shanghai Tunnel Engineering Co Ltd,0.000013,Industrials,China,,CNY
,2249,Zhongshan Broad Ocean Motor Co Ltd,0.000013,Industrials,China,,CNY
,300166,Beijing Orient National Communication Science & Technology Co Ltd,0.000013,Information Technology,China,,CNY
,688289,Sansure Biotech Inc,0.000013,Health Care,China,,CNY
,600872,Jonjee Hi-Tech Industrial And Commercial Holding Co Ltd,0.000013,Consumer Staples,China,,CNY
,688516,Wuxi Autowell Technology Co Ltd,0.000013,Information Technology,China,,CNY
,600906,Caida Securities Co Ltd,0.000013,Financials,China,,CNY
,AKFYE,Akfen Yenilenebilir Enerji AS,0.000013,Utilities,Turkey,,TRY
,600155,Polaris Bay Group Co Ltd,0.000013,Financials,China,,CNY
,600258,BTG Hotels Group Co Ltd,0.000013,Consumer Discretionary,China,,CNY
,600848,Shanghai Lingang Holdings Corp Ltd,0.000013,Real Estate,China,,CNY
,603826,Fujian Kuncai Material Technology Co Ltd,0.000013,Materials,China,,CNY
,300146,By-health Co Ltd,0.000013,Consumer Staples,China,,CNY
,601019,Shandong Publishing & Media Co Ltd,0.000013,Consumer Discretionary,China,,CNY
,688798,Shanghai Awinic Technology Co Ltd,0.000012,Information Technology,China,,CNY
,NTHOL,NET Holding AS,0.000012,Consumer Discretionary,Turkey,,TRY
,2583,Hytera Communications Corp Ltd,0.000012,Communication Services,China,,CNY
,600688,Sinopec Shanghai Petrochemical Co Ltd,0.000012,Energy,China,,CNY
,2461,Guangzhou Zhujiang Brewery Co Ltd,0.000012,Consumer Staples,China,,CNY
,601801,Anhui Xinhua Media Co Ltd,0.000012,Consumer Discretionary,China,,CNY
,BASGZ,Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi AS,0.000012,Utilities,Turkey,,TRY
,600012,Anhui Expressway Co Ltd,0.000012,Industrials,China,,CNY
,543,An Hui Wenergy Co Ltd,0.000012,Utilities,China,,CNY
,QUEST,Quest Holdings SA,0.000012,Information Technology,Greece,,EUR
,688567,Farasis Energy Gan Zhou Co Ltd,0.000012,Consumer Discretionary,China,,CNY
,601666,Pingdingshan Tianan Coal Mining Co Ltd,0.000012,Energy,China,,CNY
,1391,Air China Cargo Co Ltd,0.000012,Industrials,China,,CNY
,600657,Cinda Real Estate Co Ltd,0.000012,Real Estate,China,,CNY
,600639,Shanghai Jinqiao Export Processing Zone Development Co Ltd,0.000012,Real Estate,China,,CNY
,600835,Shanghai Mechanical and Electrical Industry Co Ltd,0.000012,Industrials,China,,CNY
,688349,Sany Renewable Energy Co Ltd,0.000012,Energy,China,,CNY
,2009,BBMG Corp,0.000012,Industrials,Hong Kong,,HKD
,970,Beijing Zhong Ke San Huan High-Tech Co Ltd,0.000012,Industrials,China,,CNY
,2690,Hefei Meiya Optoelectronic Technology Inc,0.000012,Industrials,China,,CNY
,300315,Ourpalm Co Ltd,0.000012,Consumer Discretionary,China,,CNY
,600236,Guangxi Guiguan Electric Power Co Ltd,0.000012,Utilities,China,,CNY
,2698,Harbin Boshi Automation Co Ltd,0.000012,Industrials,China,,CNY
,799,JiuGui Liquor Co Ltd,0.000011,Consumer Staples,China,,CNY
,ANHYT,Anadolu Hayat Emeklilik AS,0.000011,Financials,Turkey,,TRY
,601311,Camel Group Co Ltd,0.000011,Consumer Discretionary,China,,CNY
,ECZYT,Eczacibasi Yatirim Holding Ortakligi AS,0.000011,Financials,Turkey,,TRY
,BRISA,Brisa Bridgestone Sabanci Sanayi ve Ticaret AS,0.000011,Consumer Discretionary,Turkey,,TRY
,603026,Shida Shinghwa Advanced Material Group Co Ltd,0.000011,Materials,China,,CNY
,300363,Porton Pharma Solutions Ltd,0.000011,Health Care,China,,CNY
,300618,Nanjing Hanrui Cobalt Co Ltd,0.000011,Materials,China,,CNY
,902,Yonfer Agricultural Technology Co Ltd,0.000011,Materials,China,,CNY
,778,Xinxing Ductile Iron Pipes Co Ltd,0.000011,Materials,China,,CNY
,600299,Bluestar Adisseo Co,0.000011,Materials,China,,CNY
,2268,CETC Cyberspace Security Technology Co Ltd,0.000011,Industrials,China,,CNY
,600633,Zhejiang Daily Digital Culture Group Co Ltd,0.000011,Consumer Discretionary,China,,CNY
,898,Angang Steel Co Ltd,0.000011,Materials,China,,CNY
,600266,Beijing Urban Construction Investment & Development Co Ltd,0.000011,Real Estate,China,,CNY
,EGEEN,EGE Endustri VE Ticaret AS,0.000011,Consumer Discretionary,Turkey,,TRY
,601139,Shenzhen Gas Corp Ltd,0.000011,Utilities,China,,CNY
,600409,Tangshan Sanyou Chemical Industries Co Ltd,0.000011,Materials,China,,CNY
,300529,Jafron Biomedical Co Ltd,0.000011,Health Care,China,,CNY
,2608,Jiangsu Guoxin Corp Ltd,0.000011,Utilities,China,,CNY
,300888,Winner Medical Co Ltd,0.000011,Health Care,China,,CNY
,2385,Beijing Dabeinong Technology Group Co Ltd,0.000011,Consumer Staples,China,,CNY
,300682,Longshine Technology Group Co Ltd,0.000011,Information Technology,China,,CNY
,600612,Lao Feng Xiang Co Ltd,0.000011,Consumer Discretionary,China,,CNY
,601222,Jiangsu Linyang Energy Co Ltd,0.000011,Industrials,China,,CNY
,300783,Three Squirrels Inc,0.000011,Consumer Staples,China,,CNY
,ISDMR,Iskenderun Demir ve Celik AS,0.000011,Materials,Turkey,,TRY
,600338,Xizang Zhufeng Resources Co Ltd,0.000011,Materials,China,,CNY
,600315,Shanghai Jahwa United Co Ltd,0.000011,Consumer Staples,China,,CNY
,688153,Vanchip Tianjin Technology Co Ltd,0.000011,Information Technology,China,,CNY
,2399,Shenzhen Hepalink Pharmaceutical Group Co Ltd,0.000011,Health Care,China,,CNY
,300244,Dian Diagnostics Group Co Ltd,0.00001,Health Care,China,,CNY
,600383,Gemdale Corp,0.00001,Real Estate,China,,CNY
,600056,China Meheco Group Co Ltd,0.00001,Health Care,China,,CNY
,603456,Zhejiang Jiuzhou Pharmaceutical Co Ltd,0.00001,Health Care,China,,CNY
,603882,Guangzhou Kingmed Diagnostics Group Co Ltd,0.00001,Health Care,China,,CNY
,31,Grandjoy Holdings Group Co Ltd,0.00001,Real Estate,China,,CNY
,CLEBI,Celebi Hava Servisi AS,0.00001,Industrials,Turkey,,TRY
,2701,ORG Technology Co Ltd,0.00001,Industrials,China,,CNY
,688116,Jiangsu Cnano Technology Co Ltd,0.00001,Materials,China,,CNY
,GHITHA,Ghitha Holding PJSC,0.00001,Consumer Staples,United Arab Emirates,,AED
,601811,Xinhua Winshare Publishing and Media Co Ltd,0.00001,Consumer Discretionary,China,,CNY
,2123,Montnets Cloud Technology Group Co Ltd,0.00001,Communication Services,China,,CNY
,2507,Chongqing Fuling Zhacai Group Co Ltd,0.00001,Consumer Staples,China,,CNY
,2237,Shandong Humon Smelting Co Ltd,0.00001,Materials,China,,CNY
,600373,Chinese Universe Publishing and Media Group Co Ltd,0.00001,Consumer Discretionary,China,,CNY
,300026,Tianjin Chase Sun Pharmaceutical Co Ltd,0.00001,Health Care,China,,CNY
,2221,Oriental Energy Co Ltd,0.00001,Energy,China,,CNY
,88,Shenzhen Yan Tian Port Holding Co Ltd,0.00001,Industrials,China,,CNY
,QNNS,Qatar Navigation QSC,0.00001,Industrials,Qatar,,QAR
,688032,Hoymiles Power Electronics Inc,0.00001,Industrials,China,,CNY
,600675,China Enterprise Co Ltd,0.00001,Real Estate,China,,CNY
,603983,Guangdong Marubi Biotechnology Co Ltd,0.00001,Consumer Discretionary,China,,CNY
,600787,CMST Development Co Ltd,0.00001,Industrials,China,,CNY
,CWENE,CW Enerji Muhendislik Ticaret VE Sanayi AS,0.00001,Energy,Turkey,,TRY
,300595,Ovctek China Inc,0.00001,Health Care,China,,CNY
,300726,Zhuzhou Hongda Electronics Corp Ltd,0.000009,Information Technology,China,,CNY
,600635,Shanghai Dazhong Public Utilities Group Co Ltd,0.000009,Utilities,China,,CNY
,2019,Yifan Pharmaceutical Co Ltd,0.000009,Health Care,China,,CNY
,600007,China World Trade Center Co Ltd,0.000009,Real Estate,China,,CNY
,300861,Yangling Metron New Material Inc,0.000009,Industrials,China,,CNY
,401,BBMG Jidong Cement Group Co Ltd,0.000009,Industrials,China,,CNY
,600395,Guizhou Panjiang Refined Coal Co Ltd,0.000009,Energy,China,,CNY
,2635,Suzhou Anjie Technology Co Ltd,0.000009,Industrials,China,,CNY
,550,Jiangling Motors Corp Ltd,0.000009,Consumer Discretionary,China,,CNY
,603185,Hoyuan Green Energy Co Ltd,0.000009,Information Technology,China,,CNY
,300133,Zhejiang Huace Film & Television Co Ltd,0.000009,Consumer Discretionary,China,,CNY
,300357,Zhejiang Wolwo Bio-Pharmaceutical Co Ltd,0.000009,Health Care,China,,CNY
,200539,Guangdong Electric Power Development Co Ltd,0.000009,Utilities,China,,CNY
,EFOR,Efor Yatirim Sanayi Ticaret AS,0.000009,Consumer Staples,Turkey,,TRY
,601636,Zhuzhou Kibing Group Co Ltd,0.000009,Industrials,China,,CNY
,877,TianShan Material Co Ltd,0.000009,Industrials,China,,CNY
,600399,Fushun Special Steel Co Ltd,0.000009,Materials,China,,CNY
,ELLAKTOR,Ellaktor SA,0.000009,Industrials,Greece,,EUR
,600859,Wangfujing Group Co Ltd,0.000009,Consumer Discretionary,China,,CNY
,OZKGY,Ozak Gayrimenkul Yatirim Ortakligi,0.000009,Real Estate,Turkey,,TRY
,600216,Zhejiang Medicine Co Ltd,0.000009,Health Care,China,,CNY
,301029,Dongguan Yiheda Automation Co Ltd,0.000009,Industrials,China,,CNY
,600320,Shanghai Zhenhua Heavy Industries Co Ltd,0.000009,Industrials,China,,CNY
,KRDMA,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,0.000009,Materials,Turkey,,TRY
,300070,Beijing Originwater Technology Co Ltd,0.000009,Utilities,China,,CNY
,3022,Levima Advanced Materials Corp,0.000008,Materials,China,,CNY
,300769,Shenzhen Dynanonic Co Ltd,0.000008,Materials,China,,CNY
,2183,Eternal Asia Supply Chain Management Ltd,0.000008,Industrials,China,,CNY
,300850,Luoyang Xinqianglian Slewing Bearing Co Ltd,0.000008,Industrials,China,,CNY
,200028,China National Accord Medicines Corp Ltd,0.000008,Consumer Staples,China,,CNY
,690,Guangdong Baolihua New Energy Stock Co Ltd,0.000008,Utilities,China,,CNY
,603355,KingClean Electric Co Ltd,0.000008,Consumer Discretionary,China,,CNY
,GESAN,Girisim Elektrik Taahhut Ticaret Ve Sanayi AS,0.000008,Industrials,Turkey,,TRY
,600755,Xiamen ITG Group Corp Ltd,0.000008,Industrials,China,,CNY
,603707,Nanjing King-Friend Biochemical Pharmaceutical Co Ltd,0.000008,Health Care,China,,CNY
,688779,Minmetals New Energy Materials(Hunan) Co Ltd,0.000008,Materials,China,,CNY
,600702,Shede Spirits Co Ltd,0.000008,Consumer Staples,China,,CNY
,300009,Anhui Anke Biotechnology Group Co Ltd,0.000008,Health Care,China,,CNY
,2292,Alpha Group,0.000008,Consumer Discretionary,China,,CNY
,860,Beijing Shunxin Agriculture Co Ltd,0.000008,Consumer Staples,China,,CNY
,2705,Guangdong Xinbao Electrical Appliances Holdings Co Ltd,0.000008,Consumer Discretionary,China,,CNY
,2925,Xiamen Intretech Inc,0.000008,Consumer Discretionary,China,,CNY
,600446,Shenzhen Kingdom Sci-Tech Co Ltd,0.000008,Information Technology,China,,CNY
,603786,Keboda Technology Co Ltd,0.000008,Consumer Discretionary,China,,CNY
,600529,Shandong Pharmaceutical Glass Co Ltd,0.000008,Health Care,China,,CNY
,998,Yuan Longping High-tech Agriculture Co Ltd,0.000008,Consumer Staples,China,,CNY
,ZOREN,Zorlu Enerji Elektrik Uretim AS,0.000007,Utilities,Turkey,,TRY
,2434,Zhejiang Wanliyang Co Ltd,0.000007,Consumer Discretionary,China,,CNY
,900923,Shanghai Bailian Group Co Ltd,0.000007,Consumer Staples,China,,CNY
,688050,Eyebright Medical Technology Beijing Co Ltd,0.000007,Health Care,China,,CNY
,2041,Shandong Denghai Seeds Co Ltd,0.000007,Consumer Staples,China,,CNY
,603868,Shanghai Flyco Electrical Appliance Co Ltd,0.000007,Consumer Discretionary,China,,CNY
,1914,China Merchants Property Operation & Service Co Ltd,0.000007,Real Estate,China,,CNY
,688690,Suzhou Nanomicro Technology Co Ltd,0.000007,Materials,China,,CNY
,688006,Zhejiang HangKe Technology Inc Co,0.000007,Industrials,China,,CNY
,300770,Guangdong South New Media Co Ltd,0.000007,Consumer Discretionary,China,,CNY
,2511,C&S Paper Co Ltd,0.000007,Consumer Staples,China,,CNY
,600556,Inmyshow Digital Technology Group Co Ltd,0.000007,Consumer Discretionary,China,,CNY
,2099,Zhejiang Hisoar Pharmaceutical Co Ltd,0.000007,Health Care,China,,CNY
,600597,Bright Dairy & Food Co Ltd,0.000007,Consumer Staples,China,,CNY
,785,Easyhome New Retail Group Co Ltd,0.000006,Consumer Discretionary,China,,CNY
,900909,Shanghai Huayi Group Co Ltd,0.000006,Consumer Discretionary,China,,CNY
,61,Shenzhen Agricultural Products Group Co Ltd,0.000006,Consumer Staples,China,,CNY
,KONYA,Konya Cimento Sanayii AS,0.000006,Industrials,Turkey,,TRY
,402,Financial Street Holdings Co Ltd,0.000006,Real Estate,China,,CNY
,555,Digital China Information Service Group Co Ltd,0.000006,Information Technology,China,,CNY
,2110,Sansteel Minguang Co Ltd Fujian,0.000006,Materials,China,,CNY
,810,Skyworth Digital Co Ltd,0.000006,Consumer Discretionary,China,,CNY
,MKHZN,Agility Public Warehousing Co KSCC,0.000006,Industrials,Kuwait,,KWD
,600167,Luenmei Quantum Co Ltd,0.000006,Utilities,China,,CNY
,603267,Beijing Yuanliu Hongyuan Electronic Technology Co Ltd,0.000006,Information Technology,China,,CNY
,2242,Joyoung Co Ltd,0.000006,Consumer Discretionary,China,,CNY
,59,North Huajin Chemical Industries Co Ltd,0.000006,Materials,China,,CNY
,600129,Chongqing Taiji Industry Group Co Ltd,0.000006,Health Care,China,,CNY
,300294,China Resources Boya Bio-pharmaceutical Group Co Ltd,0.000005,Health Care,China,,CNY
,2936,Bank of Zhengzhou Co Ltd,0.000005,Financials,China,,CNY
,2127,NanJi E-Commerce Co Ltd,0.000005,Information Technology,China,,CNY
,2030,Daan Gene Co Ltd,0.000005,Health Care,China,,CNY
,POLTK,Politeknik Metal Sanayi ve Ticaret AS,0.000005,Materials,Turkey,,TRY
,300212,Beijing E-Hualu Information Technology Co Ltd,0.000005,Information Technology,China,,CNY
,603883,Laobaixing Pharmacy Chain JSC,0.000005,Consumer Staples,China,,CNY
,300741,Huabao Flavours & Fragrances Co Ltd,0.000005,Materials,China,,CNY
,603515,Opple Lighting Co Ltd,0.000005,Industrials,China,,CNY
,2901,Double Medical Technology Inc,0.000005,Health Care,China,,CNY
,2036,LianChuang Electronic Technology Co Ltd,0.000005,Industrials,China,,CNY
,600325,Zhuhai Huafa Properties Co Ltd,0.000005,Real Estate,China,,CNY
,301267,Huaxia Eye Hospital Group Co Ltd,0.000005,Health Care,China,,CNY
,2563,Zhejiang Semir Garment Co Ltd,0.000005,Consumer Discretionary,China,,CNY
,600729,Chongqing Department Store Co Ltd,0.000005,Consumer Discretionary,China,,CNY
,600567,Shanying International Holding Co Ltd,0.000005,Materials,China,,CNY
,2212,Topsec Technologies Group Inc,0.000005,Information Technology,China,,CNY
,601828,Red Star Macalline Group Corp Ltd,0.000004,Consumer Discretionary,China,,CNY
,600643,Shanghai AJ Group Co Ltd,0.000004,Financials,China,,CNY
,TVSLIN,TVS Motor Co Ltd,0.000004,Consumer Discretionary,India,,INR
,600548,Shenzhen Expressway Corp Ltd,0.000004,Industrials,China,,CNY
,300482,Guangzhou Wondfo Biotech Co Ltd,0.000004,Health Care,China,,CNY
,300168,Wonders Information Co Ltd,0.000004,Information Technology,China,,CNY
,601158,Chongqing Water Group Co Ltd,0.000004,Utilities,China,,CNY
,553,ADAMA Ltd,0.000004,Materials,China,,CNY
,712,Guangdong Golden Dragon Development Inc,0.000004,Financials,China,,CNY
,2174,Youzu Interactive Co Ltd,0.000004,Consumer Discretionary,China,,CNY
,828,Dongguan Development Holdings Co Ltd,0.000003,Industrials,China,,CNY
,2081,Suzhou Gold Mantis Construction Decoration Co Ltd,0.000003,Industrials,China,,CNY
,603866,Toly Bread Co Ltd,0.000001,Consumer Staples,China,,CNY
,AFKS,Sistema AFK PAO,0,Financials,Russia,,RUB
,,Polyus PJSC,0,Materials,United Kingdom,,GBP
,CBOM,Credit Bank of Moscow PJSC,0,Financials,Russia,,RUB
,MAGN,Magnitogorsk Iron & Steel Works PJSC,0,Materials,Russia,,RUB
,CHMF,Severstal PAO,0,Materials,Russia,,RUB
,,Hanergy Thin Film Power Group Ltd,0,Empty,Hong Kong,,HKD
,FFGRP,FF Group,0,Consumer Discretionary,Greece,,EUR
,FLOT,Sovcomflot PJSC,0,Industrials,Russia,,RUB
,ALRS,Alrosa PJSC,0,Materials,Russia,,RUB
,VTBR,VTB Bank PJSC,0,Financials,Russia,,RUB
,SGZH,Segezha Group PJSC,0,Materials,Russia,,RUB
,,Yango Group Co Ltd,0,Real Estate,China,,CNY
,RASP,Raspadskaya PAO,0,Energy,Russia,,RUB
,XPBR31,XP Inc,0,Financials,Brazil,,BRL
,ROSN,Rosneft Oil Co PJSC,0,Energy,Russia,,RUB
,SBER,Sberbank of Russia PJSC,0,Financials,Russia,,RUB
,PLZL,Polyus PJSC,0,Materials,Russia,,RUB
