ISIN,Name,Sector,Asset Class,Weight,Country,Currency
,BRIDGEPOINT GROUP PLC,Financials,Equity,0.0001,United Kingdom,GBP
,PERENTI LTD,Materials,Equity,0.0001,Australia,AUD
,HILAN LTD,Industrials,Equity,0.0001,Israel,ILS
,CENTURIA CAPITAL STAPLED UNITS,Real Estate,Equity,0.0001,Australia,AUD
,INTERPARFUMS SA,Consumer Staples,Equity,0.0001,France,EUR
,ARAFURA RARE EARTHS LTD,Materials,Equity,0.0001,Australia,AUD
,ARB CORPORATION LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,JUPITER FUND MANAGEMENT PLC,Financials,Equity,0.0001,United Kingdom,GBP
,BRIGHTSPIRE CAPITAL INC CLASS A,Financials,Equity,0.0001,United States,USD
,RYERSON HOLDING CORP,Materials,Equity,0.0001,United States,USD
,EMBRACER GROUP CLASS B,Communication Services,Equity,0.0001,Sweden,SEK
,KILLAM APARTMENT REIT UNITS CLASS,Real Estate,Equity,0.0001,Canada,CAD
,JAPAN MATERIAL LTD,Information Technology,Equity,0.0001,Japan,JPY
,XPLR INFRASTRUCTURE,Utilities,Equity,0.0001,United States,USD
,EVOTEC,Health Care,Equity,0.0001,Germany,EUR
,DAMPSKIBSSELSKABET NORDEN,Industrials,Equity,0.0001,Denmark,DKK
,BARCO NV,Information Technology,Equity,0.0001,Belgium,EUR
,NICHICON CORP,Information Technology,Equity,0.0001,Japan,JPY
,POLA ORBIS HOLDINGS INC,Consumer Staples,Equity,0.0001,Japan,JPY
,SUEDZUCKER AG,Consumer Staples,Equity,0.0001,Germany,EUR
,THE REALREAL INC,Consumer Discretionary,Equity,0.0001,United States,USD
,COURSERA INC,Consumer Discretionary,Equity,0.0001,United States,USD
,AMBEA,Health Care,Equity,0.0001,Sweden,SEK
,CRANEWARE PLC,Health Care,Equity,0.0001,United Kingdom,GBP
,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,Equity,0.0001,United States,USD
,RATOS B,Financials,Equity,0.0001,Sweden,SEK
,TOKAI HOLDINGS CORP,Industrials,Equity,0.0001,Japan,JPY
,AMN HEALTHCARE INC,Health Care,Equity,0.0001,United States,USD
,TELADOC HEALTH INC,Health Care,Equity,0.0001,United States,USD
,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Equity,0.0001,United States,USD
,KINGSGATE CONSOLIDATED LTD,Materials,Equity,0.0001,Australia,AUD
,PALFINGER AG,Industrials,Equity,0.0001,Austria,EUR
,DIVERSIFIED HEALTHCARE TRUST,Real Estate,Equity,0.0001,United States,USD
,GUOTAI JUNAN INTERNATIONAL HOLDING,Financials,Equity,0.0001,Hong Kong,HKD
,FRANKLIN BSP REALTY TRUST INC,Financials,Equity,0.0001,United States,USD
,TRUSCO NAKAYAMA CORP,Industrials,Equity,0.0001,Japan,JPY
,GREAT SOUTHERN BANCORP INC,Financials,Equity,0.0001,United States,USD
,SILEX SYSTEMS LTD,Industrials,Equity,0.0001,Australia,AUD
,THE NAVIGATOR COMPANY SA,Materials,Equity,0.0001,Portugal,EUR
,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary,Equity,0.0001,United States,USD
,QUINSTREET INC,Communication Services,Equity,0.0001,United States,USD
,FLUENCE ENERGY INC CLASS A,Industrials,Equity,0.0001,United States,USD
,REDCARE PHARMACY NV,Consumer Staples,Equity,0.0001,Germany,EUR
,BYTES TECHNOLOGY GROUP PLC,Information Technology,Equity,0.0001,United Kingdom,GBP
,EXCELERATE ENERGY INC CLASS A,Energy,Equity,0.0001,United States,USD
,OSAKA SODA LTD,Materials,Equity,0.0001,Japan,JPY
,CTT CORREIOS DE PORTUGAL SA,Industrials,Equity,0.0001,Portugal,EUR
,CHEMOMETEC,Health Care,Equity,0.0001,Denmark,DKK
,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,0.0001,United States,USD
,SKISTAR CLASS B,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,MEREN ENERGY INC,Energy,Equity,0.0001,Canada,CAD
,INTERSHOP HOLDING N AG,Real Estate,Equity,0.0001,Switzerland,CHF
,DISTRIBUIDORA INTERNACIONAL DE ALI,Consumer Staples,Equity,0.0001,Spain,EUR
,JOYFUL HONDA LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,GESTAMP AUTOMOCION SA,Consumer Discretionary,Equity,0.0001,Spain,EUR
,NANO NUCLEAR ENERGY INC,Industrials,Equity,0.0001,United States,USD
,TEAMVIEWER,Information Technology,Equity,0.0001,Germany,EUR
,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care,Equity,0.0001,United States,USD
,MAX STOCK LTD,Consumer Discretionary,Equity,0.0001,Israel,ILS
,MITCHELLS AND BUTLERS PLC,Consumer Discretionary,Equity,0.0001,United Kingdom,GBP
,ALLIENT INC,Industrials,Equity,0.0001,United States,USD
,VSTECS HOLDINGS LTD,Information Technology,Equity,0.0001,Hong Kong,HKD
,HOKURIKU ELECTRIC POWER,Utilities,Equity,0.0001,Japan,JPY
,FIRST ADVANTAGE CORP,Industrials,Equity,0.0001,United States,USD
,GLADSTONE COMMERCIAL REIT CORP,Real Estate,Equity,0.0001,United States,USD
,VULCAN ENERGY RESOURCES LTD,Materials,Equity,0.0001,Australia,AUD
,SAFEHOLD INC,Real Estate,Equity,0.0001,United States,USD
,TV ASAHI HOLDINGS CORP,Communication Services,Equity,0.0001,Japan,JPY
,WACKER NEUSON N,Industrials,Equity,0.0001,Germany,EUR
,DFDS,Industrials,Equity,0.0001,Denmark,DKK
,ARGAN SA,Real Estate,Equity,0.0001,France,EUR
,KYOKUTO KAIHATSU KOGYO LTD,Industrials,Equity,0.0001,Japan,JPY
,REMY COINTREAU SA,Consumer Staples,Equity,0.0001,France,EUR
,DOUGLAS EMMETT REIT INC,Real Estate,Equity,0.0001,United States,USD
,BASILEA PHARMACEUTICA AG,Health Care,Equity,0.0001,Switzerland,CHF
,PRA GROUP INC,Financials,Equity,0.0001,United States,USD
,CANCOM,Information Technology,Equity,0.0001,Germany,EUR
,TOTETSU KOGYO LTD,Industrials,Equity,0.0001,Japan,JPY
,AVINO SILVER AND GOLD MINES LTD,Materials,Equity,0.0001,Canada,CAD
,KOEI TECMO HOLDINGS LTD,Communication Services,Equity,0.0001,Japan,JPY
,SHURGARD SELF STORAGE LTD,Real Estate,Equity,0.0001,Belgium,EUR
,REDWIRE CORP,Industrials,Equity,0.0001,United States,USD
,WASHINGTON TRUST BANCORP INC,Financials,Equity,0.0001,United States,USD
,CLARIVATE PLC,Industrials,Equity,0.0001,United States,USD
,HARVIA,Consumer Discretionary,Equity,0.0001,Finland,EUR
,IDP EDUCATION PTY LTDINARY,Consumer Discretionary,Equity,0.0001,Australia,AUD
,KONTRON AG,Information Technology,Equity,0.0001,Germany,EUR
,TSUBAKIMOTO CHAIN,Industrials,Equity,0.0001,Japan,JPY
,TURPAZ INDUSTRIES LTD,Materials,Equity,0.0001,Israel,ILS
,UNITED ENERGY GROUP LTD,Energy,Equity,0.0001,Hong Kong,HKD
,EVT LTD,Communication Services,Equity,0.0001,Australia,AUD
,WAVE LIFE SCIENCES LTD,Health Care,Equity,0.0001,United States,USD
,FIRST MID BANCSHARES INC,Financials,Equity,0.0001,United States,USD
,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,0.0001,United States,USD
,U HAUL HOLDING,Industrials,Equity,0.0001,United States,USD
,LGI HOMES INC,Consumer Discretionary,Equity,0.0001,United States,USD
,EL EN,Health Care,Equity,0.0001,Italy,EUR
,REDWOOD TRUST REIT INC,Financials,Equity,0.0001,United States,USD
,COTY INC CLASS A,Consumer Staples,Equity,0.0001,United States,USD
,WELL HEALTH TECHNOLOGIES CORP,Health Care,Equity,0.0001,Canada,CAD
,TEKSCEND PHOTOMASK CORP,Information Technology,Equity,0.0001,Japan,JPY
,MERCHANTS BANCORP,Financials,Equity,0.0001,United States,USD
,TIMEE INC,Industrials,Equity,0.0001,Japan,JPY
,CHOW SANG SANG HOLDINGS INTERNATIO,Consumer Discretionary,Equity,0.0001,Hong Kong,HKD
,RIO2 LTD,Materials,Equity,0.0001,Canada,CAD
,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,Equity,0.0001,United States,USD
,CHUGOKU MARINE PAINTS LTD,Materials,Equity,0.0001,Japan,JPY
,TOKYU REIT INC,Real Estate,Equity,0.0001,Japan,JPY
,GUNZE LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,NAYAX LTD,Information Technology,Equity,0.0001,Israel,ILS
,NAVIENT CORP,Financials,Equity,0.0001,United States,USD
,HELLOFRESH,Consumer Staples,Equity,0.0001,Germany,EUR
,ONE SOFTWARE TECHNOLOGIES LTD,Information Technology,Equity,0.0001,Israel,ILS
,ERAMET SA,Materials,Equity,0.0001,France,EUR
,UNITED PARKS AND RESORTS INC,Consumer Discretionary,Equity,0.0001,United States,USD
,TKC CORP,Industrials,Equity,0.0001,Japan,JPY
,TAYSHA GENE THERAPIES INC,Health Care,Equity,0.0001,United States,USD
,KWS SAAT,Consumer Staples,Equity,0.0001,Germany,EUR
,BARRETT BUSINESS SERVICES INC,Industrials,Equity,0.0001,United States,USD
,IRESS LTD,Information Technology,Equity,0.0001,Australia,AUD
,MANNKIND CORP,Health Care,Equity,0.0001,United States,USD
,MORGAN ADVANCED MATERIALS PLC,Industrials,Equity,0.0001,United Kingdom,GBP
,DOMINOS PIZZA ENTERPRISES LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,KORNIT DIGITAL LTD,Industrials,Equity,0.0001,Israel,USD
,DAH SING BANKING LTD,Financials,Equity,0.0001,Hong Kong,HKD
,ARBOR REALTY TRUST REIT INC,Financials,Equity,0.0001,United States,USD
,PURECYCLE TECHNOLOGIES INC,Materials,Equity,0.0001,United States,USD
,ZERIA PHARMACEUTICAL LTD,Health Care,Equity,0.0001,Japan,JPY
,VITROLIFE,Health Care,Equity,0.0001,Sweden,SEK
,REPUBLIC BANCORP INC CLASS A,Financials,Equity,0.0001,United States,USD
,ITOCHU ENEX LTD,Energy,Equity,0.0001,Japan,JPY
,SHIFT INC,Information Technology,Equity,0.0001,Japan,JPY
,TRANSCAT INC,Industrials,Equity,0.0001,United States,USD
,NETSKOPE INC CLASS A,Information Technology,Equity,0.0001,United States,USD
,MAXELL LTD,Information Technology,Equity,0.0001,Japan,JPY
,SUPERLOOP LTD,Communication Services,Equity,0.0001,Australia,AUD
,BLUE ZONES HOLDINGS LTD,Consumer Staples,Equity,0.0001,Japan,JPY
,GOLD INC,Consumer Discretionary,Equity,0.0001,United States,USD
,FP CORP,Materials,Equity,0.0001,Japan,JPY
,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,0.0001,United States,USD
,ROBERTET SA,Materials,Equity,0.0001,France,EUR
,SJM HLDGS LTD,Consumer Discretionary,Equity,0.0001,Hong Kong,HKD
,HOIST FINANCE,Financials,Equity,0.0001,Sweden,SEK
,NIPPON TELEVISION HOLDINGS INC,Communication Services,Equity,0.0001,Japan,JPY
,DENTSU SOKEN INC,Information Technology,Equity,0.0001,Japan,JPY
,MOBVISTA INC,Communication Services,Equity,0.0001,Hong Kong,HKD
,CCI GROUP INC,Financials,Equity,0.0001,Japan,JPY
,UNION TOOL,Industrials,Equity,0.0001,Japan,JPY
,BIC CAMERA INC,Consumer Discretionary,Equity,0.0001,Japan,JPY
,CLEAR CHANNEL OUTDOOR HOLDINGS INC,Communication Services,Equity,0.0001,United States,USD
,TARGET HEALTHCARE REIT PLC,Real Estate,Equity,0.0001,United Kingdom,GBP
,ICHIGO INC,Real Estate,Equity,0.0001,Japan,JPY
,FUNAI SOKEN HOLDINGS INC,Industrials,Equity,0.0001,Japan,JPY
,GERRESHEIMER AG,Health Care,Equity,0.0001,Germany,EUR
,NISSHIN OILLIO GROUP LTD,Consumer Staples,Equity,0.0001,Japan,JPY
,APPIAN CORP CLASS A,Information Technology,Equity,0.0001,United States,USD
,NITTO KOGYO CORP,Industrials,Equity,0.0001,Japan,JPY
,XENCOR INC,Health Care,Equity,0.0001,United States,USD
,PREMIER INVESTMENTS LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,MERSEN SA,Industrials,Equity,0.0001,France,EUR
,IPERIONX LTD,Materials,Equity,0.0001,Australia,AUD
,R&S GROUP HOLDING AG,Industrials,Equity,0.0001,Switzerland,CHF
,KASUMIGASEKI CAPITAL LTD,Real Estate,Equity,0.0001,Japan,JPY
,PREFORMED LINE PRODUCTS,Industrials,Equity,0.0001,United States,USD
,JANUS INTERNATIONAL GROUP INC,Industrials,Equity,0.0001,United States,USD
,BUNKA SHUTTER LTD,Industrials,Equity,0.0001,Japan,JPY
,SUNOPTA INC,Consumer Staples,Equity,0.0001,Canada,CAD
,CERTARA INC,Health Care,Equity,0.0001,United States,USD
,TAMRON LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,RAYSEARCH LABORATORIES CLASS B,Health Care,Equity,0.0001,Sweden,SEK
,LENDLEASE GLOBAL COMMERCIAL REIT U,Real Estate,Equity,0.0001,Singapore,SGD
,SAN-A LTD,Consumer Staples,Equity,0.0001,Japan,JPY
,MORGUARD CORP,Real Estate,Equity,0.0001,Canada,CAD
,NETGEAR INC,Information Technology,Equity,0.0001,United States,USD
,OXFORD NANOPORE TECHNOLOGIES PLC,Health Care,Equity,0.0001,United Kingdom,GBP
,AUBAY SA,Information Technology,Equity,0.0001,France,EUR
,VICAT SA,Materials,Equity,0.0001,France,EUR
,BANCA IFIS,Financials,Equity,0.0001,Italy,EUR
,MONEX GROUP INC,Financials,Equity,0.0001,Japan,JPY
,XERIS BIOPHARMA HOLDINGS INC,Health Care,Equity,0.0001,United States,USD
,BURFORD CAPITAL LTD,Financials,Equity,0.0001,United States,USD
,JCU CORP,Materials,Equity,0.0001,Japan,JPY
,PROSIEBEN SAT.1 MEDIA N,Communication Services,Equity,0.0001,Germany,EUR
,POLAR CAPITAL HOLDINGS PLC,Financials,Equity,0.0001,United Kingdom,GBP
,UT GROUP LTD,Industrials,Equity,0.0001,Japan,JPY
,BRIGHTVIEW HOLDINGS INC,Industrials,Equity,0.0001,United States,USD
,FORTREA HOLDINGS INC,Health Care,Equity,0.0001,United States,USD
,PLEJD,Industrials,Equity,0.0001,Sweden,SEK
,SMARTGROUP CORPORATION LTD,Industrials,Equity,0.0001,Australia,AUD
,NICK SCALI LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,HERTZ GLOBAL HLDGS INC,Industrials,Equity,0.0001,United States,USD
,DERMAPHARM HOLDING SE,Health Care,Equity,0.0001,Germany,EUR
,NB BANCORP INC,Financials,Equity,0.0001,United States,USD
,PAL GROUP HOLDINGS LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,MATSUI SECURITIES LTD,Financials,Equity,0.0001,Japan,JPY
,CLOSE BROS GROUP PLC,Financials,Equity,0.0001,United Kingdom,GBP
,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,0.0001,United States,USD
,NOK CASH,Cash/Derivatives,Cash,0.0001,Norway,NOK
,TOAGOSEI LTD,Materials,Equity,0.0001,Japan,JPY
,LEGALZOOM COM INC,Industrials,Equity,0.0001,United States,USD
,VERTEX INC CLASS A,Information Technology,Equity,0.0001,United States,USD
,OXFORD INDUSTRIES INC,Consumer Discretionary,Equity,0.0001,United States,USD
,GB GROUP PLC,Information Technology,Equity,0.0001,United Kingdom,GBP
,MOLTEN VENTURES PLC,Financials,Equity,0.0001,United Kingdom,GBP
,PEPTIDREAM INC,Health Care,Equity,0.0001,Japan,JPY
,T1 ENERGY INC,Industrials,Equity,0.0001,United States,USD
,UMS INTEGRATION LTD,Information Technology,Equity,0.0001,Singapore,SGD
,ATAIBECKLEY INC,Health Care,Equity,0.0001,United States,USD
,PARADOX INTERACTIVE,Communication Services,Equity,0.0001,Sweden,SEK
,INABATA LTD,Industrials,Equity,0.0001,Japan,JPY
,FUKUOKA REIT CORP,Real Estate,Equity,0.0001,Japan,JPY
,SHENANDOAH TELECOMMUNICATIONS,Communication Services,Equity,0.0001,United States,USD
,SUMMIT REAL ESTATE HOLDINGS LTD,Real Estate,Equity,0.0001,Israel,ILS
,PANTORO GOLD LTD,Materials,Equity,0.0001,Australia,AUD
,ECKERT & ZIEGLER,Health Care,Equity,0.0001,Germany,EUR
,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,0.0001,United States,USD
,NORTHEAST BANK,Financials,Equity,0.0001,United States,USD
,ISRAEL-CANADA LTD,Real Estate,Equity,0.0001,Israel,ILS
,BUSINESS FIRST BANCSHARES INC,Financials,Equity,0.0001,United States,USD
,FOX FACTORY HOLDING CORP,Consumer Discretionary,Equity,0.0001,United States,USD
,MBX BIOSCIENCES INC,Health Care,Equity,0.0001,United States,USD
,OPEN UP GROUP INC,Industrials,Equity,0.0001,Japan,JPY
,CASTLE BIOSCIENCES INC,Health Care,Equity,0.0001,United States,USD
,COLOWIDE LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,VOLEX PLC,Industrials,Equity,0.0001,United Kingdom,GBP
,GENUIT GROUP PLC,Industrials,Equity,0.0001,United Kingdom,GBP
,SUN CORP,Information Technology,Equity,0.0001,Japan,JPY
,STURM RUGER INC,Consumer Discretionary,Equity,0.0001,United States,USD
,SANYO DENKI LTD,Industrials,Equity,0.0001,Japan,JPY
,CONDUIT HOLDINGS LTD,Financials,Equity,0.0001,United Kingdom,GBP
,ATLAS ENERGY SOLUTIONS INC,Energy,Equity,0.0001,United States,USD
,ICHIGO OFFICE REIT INVESTMENT REIT,Real Estate,Equity,0.0001,Japan,JPY
,DAKTRONICS INC,Information Technology,Equity,0.0001,United States,USD
,INWIDO,Industrials,Equity,0.0001,Sweden,SEK
,WEB TRAVEL GROUP LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,TFS FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,QUIDELORTHO CORP,Health Care,Equity,0.0001,United States,USD
,JM,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,AMOTIV LTD,Consumer Discretionary,Equity,0.0001,Australia,AUD
,KAUFMAN & BROAD SA,Consumer Discretionary,Equity,0.0001,France,EUR
,GOLDWIN INC,Consumer Discretionary,Equity,0.0001,Japan,JPY
,PEAPACK GLADSTONE FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,BJS RESTAURANTS INC,Consumer Discretionary,Equity,0.0001,United States,USD
,CANTALOUPE INC,Financials,Equity,0.0001,United States,USD
,NCC GROUP PLC,Information Technology,Equity,0.0001,United Kingdom,GBP
,ANNEXON INC,Health Care,Equity,0.0001,United States,USD
,CORE LABORATORIES INC,Energy,Equity,0.0001,United States,USD
,VITASOY INTERNATIONAL HOLDINGS LTD,Consumer Staples,Equity,0.0001,Hong Kong,HKD
,IOVANCE BIOTHERAPEUTICS INC,Health Care,Equity,0.0001,United States,USD
,TECHMATRIX CORP,Information Technology,Equity,0.0001,Japan,JPY
,DIOS FASTIGHETER,Real Estate,Equity,0.0001,Sweden,SEK
,HANMI FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,COLUMBIA FINANCIAL INC,Financials,Equity,0.0001,United States,USD
,SHARP CORP,Consumer Discretionary,Equity,0.0001,Japan,JPY
,SOLARIS RESOURCES INC,Materials,Equity,0.0001,Canada,CAD
,MANI INC,Health Care,Equity,0.0001,Japan,JPY
,DR. MARTENS PLC,Consumer Discretionary,Equity,0.0001,United Kingdom,GBP
,RIDGEPOST CAPITAL INC CLASS A,Financials,Equity,0.0001,United States,USD
,CAPITAL CITY BANK INC,Financials,Equity,0.0001,United States,USD
,CRE LOGISTICS REIT INC,Real Estate,Equity,0.0001,Japan,JPY
,YODOKO LTD,Materials,Equity,0.0001,Japan,JPY
,NUFARM LTD,Materials,Equity,0.0001,Australia,AUD
,HEIWA REAL ESTATE LTD,Real Estate,Equity,0.0001,Japan,JPY
,BANK OF NAGOYA LTD,Financials,Equity,0.0001,Japan,JPY
,GOGOLD RESOURCES INC,Materials,Equity,0.0001,Canada,CAD
,YELLOW HAT LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,CENTRAL PACIFIC FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,CIE AUTOMOTIVE SA,Consumer Discretionary,Equity,0.0001,Spain,EUR
,MOONPIG GROUP PLC,Consumer Discretionary,Equity,0.0001,United Kingdom,GBP
,ATRIUM LJUNGBERG CLASS B,Real Estate,Equity,0.0001,Sweden,SEK
,KLOECKNER & CO V,Industrials,Equity,0.0001,Germany,EUR
,GERON CORP,Health Care,Equity,0.0001,United States,USD
,ASCOPIAVE,Utilities,Equity,0.0001,Italy,EUR
,ATOSS SOFTWARE,Information Technology,Equity,0.0001,Germany,EUR
,HOSHINO RESORTS REIT INC,Real Estate,Equity,0.0001,Japan,JPY
,SERVICE STREAM LTD,Industrials,Equity,0.0001,Australia,AUD
,DAIEI KANKYO LTD,Industrials,Equity,0.0001,Japan,JPY
,MTY FOOD GROUP INC,Consumer Discretionary,Equity,0.0001,Canada,CAD
,COFINIMMO REIT SA,Real Estate,Equity,0.0001,Belgium,EUR
,BROOKFIELD BUSINESS CORP CLASS A,Industrials,Equity,0.0001,Canada,CAD
,SEMRUSH HOLDINGS INC CLASS A,Information Technology,Equity,0.0001,United States,USD
,QUANEX BUILDING PRODUCTS CORP,Industrials,Equity,0.0001,United States,USD
,OPMOBILITY,Consumer Discretionary,Equity,0.0001,France,EUR
,NXERA PHARMA LTD,Health Care,Equity,0.0001,Japan,JPY
,ATALAYA MINING COPPER SA,Materials,Equity,0.0001,United Kingdom,GBP
,WUESTENROT & WUERTTEMBERGISCHE AG,Financials,Equity,0.0001,Germany,EUR
,DIGICO INFRASTRUCTURE REIT STAPLED,Real Estate,Equity,0.0001,Australia,AUD
,MIPS,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,FREEE KK,Information Technology,Equity,0.0001,Japan,JPY
,KAKEN PHARMACEUTICAL LTD,Health Care,Equity,0.0001,Japan,JPY
,NISHIO HOLDINGS LTD,Industrials,Equity,0.0001,Japan,JPY
,SAKURA INTERNET INC,Information Technology,Equity,0.0001,Japan,JPY
,SHIKOKU KASEI HOLDINGS CORP,Materials,Equity,0.0001,Japan,JPY
,MFE-MEDIAFOREUROPE NV,Communication Services,Equity,0.0001,Italy,EUR
,LIQUIDITY SERVICES INC,Industrials,Equity,0.0001,United States,USD
,IRISH RESIDENTIAL PROPERTIES PLC,Real Estate,Equity,0.0001,Ireland,EUR
,TRANSCOSMOS INC,Industrials,Equity,0.0001,Japan,JPY
,ARIAKE JAPAN LTD,Consumer Staples,Equity,0.0001,Japan,JPY
,APOGEE ENTERPRISES INC,Industrials,Equity,0.0001,United States,USD
,OREZONE GOLD CORP,Materials,Equity,0.0001,Canada,CAD
,HISAMITSU PHARMACEUTICAL INC,Health Care,Equity,0.0001,Japan,JPY
,MIXI INC,Communication Services,Equity,0.0001,Japan,JPY
,GROWTHPOINT PROPERTIES AUSTRALIA R,Real Estate,Equity,0.0001,Australia,AUD
,SCHRODINGER INC,Health Care,Equity,0.0001,United States,USD
,BALLARD POWER SYSTEMS INC,Industrials,Equity,0.0001,Canada,CAD
,UNIVERSAL INSURANCE HOLDINGS INC,Financials,Equity,0.0001,United States,USD
,PFISTERER,Industrials,Equity,0.0001,Germany,EUR
,SMS LTD,Industrials,Equity,0.0001,Japan,JPY
,DOUTOR NICHIRES HOLDINGS LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,SYSTENA CORP,Information Technology,Equity,0.0001,Japan,JPY
,HAMAKYOREX LTD,Industrials,Equity,0.0001,Japan,JPY
,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,Equity,0.0001,United States,USD
,MONTE ROSA THERAPEUTICS INC,Health Care,Equity,0.0001,United States,USD
,ARRAY DIGITAL INFRASTRUCTURE INC,Communication Services,Equity,0.0001,United States,USD
,INTEA FASTIGHETER CLASS B,Real Estate,Equity,0.0001,Sweden,SEK
,STOLT-NIELSEN LTD,Industrials,Equity,0.0001,Norway,NOK
,NITTETSU MINING LTD,Materials,Equity,0.0001,Japan,JPY
,ALLIED PROPERTIES REAL ESTATE INVT,Real Estate,Equity,0.0001,Canada,CAD
,MITSUBISHI PENCIL LTD,Industrials,Equity,0.0001,Japan,JPY
,ACV AUCTIONS INC CLASS A,Industrials,Equity,0.0001,United States,USD
,AUSSIE BROADBAND LTD,Communication Services,Equity,0.0001,Australia,AUD
,ESQUIRE FINANCIAL HOLDINGS INC,Financials,Equity,0.0001,United States,USD
,MULLEN GROUP LTD,Industrials,Equity,0.0001,Canada,CAD
,ARYT INDUSTRIES LTD,Industrials,Equity,0.0001,Israel,ILS
,GROCERY OUTLET HOLDING CORP,Consumer Staples,Equity,0.0001,United States,USD
,BETTER COLLECTIVE,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,MONTANA N AG,Industrials,Equity,0.0001,Switzerland,CHF
,NORBIT,Information Technology,Equity,0.0001,Norway,NOK
,EIZO CORP,Information Technology,Equity,0.0001,Japan,JPY
,CANADA GOOSE HOLDINGS SUB VOTING I,Consumer Discretionary,Equity,0.0001,Canada,CAD
,NIOCORP DEVELOPMENTS LTD,Materials,Equity,0.0001,United States,USD
,SHOCHIKU LTD,Communication Services,Equity,0.0001,Japan,JPY
,BOOZT,Consumer Discretionary,Equity,0.0001,Sweden,SEK
,KUREHA CORP,Materials,Equity,0.0001,Japan,JPY
,BML INC,Health Care,Equity,0.0001,Japan,JPY
,THERAVANCE BIOPHARMA INC,Health Care,Equity,0.0001,United States,USD
,DNO,Energy,Equity,0.0001,Norway,NOK
,SKAN N AG,Health Care,Equity,0.0001,Switzerland,CHF
,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Equity,0.0001,United States,USD
,HERITAGE FINANCIAL CORP,Financials,Equity,0.0001,United States,USD
,CARGOJET INC,Industrials,Equity,0.0001,Canada,CAD
,NISHIMATSU CONSTRUCTION LTD,Industrials,Equity,0.0001,Japan,JPY
,X-FAB SILICON FOUNDRIES,Information Technology,Equity,0.0001,France,EUR
,HEIWA CORP,Consumer Discretionary,Equity,0.0001,Japan,JPY
,EMBECTA CORP,Health Care,Equity,0.0001,United States,USD
,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,Equity,0.0001,United States,USD
,FUKUDA DENSHI LTD,Health Care,Equity,0.0001,Japan,JPY
,POSTNL NV,Industrials,Equity,0.0001,Netherlands,EUR
,VICTREX PLC,Materials,Equity,0.0001,United Kingdom,GBP
,POLESTAR AUTOMOTIVE HOLDING AMERIC,Consumer Discretionary,Equity,0.0001,Sweden,USD
,SDIPTECH CLASS B,Industrials,Equity,0.0001,Sweden,SEK
,IDORSIA N LTD,Health Care,Equity,0.0001,Switzerland,CHF
,YOKOGAWA BRIDGE HOLDINGS CORP,Industrials,Equity,0.0001,Japan,JPY
,MCMILLAN SHAKESPEARE LTD,Industrials,Equity,0.0001,Australia,AUD
,AUTOBACS SEVEN LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Equity,0.0001,United States,USD
,VITESSE ENERGY INC,Energy,Equity,0.0001,United States,USD
,ISROTEL LTD,Consumer Discretionary,Equity,0.0001,Israel,ILS
,NIHON PARKERIZING LTD,Materials,Equity,0.0001,Japan,JPY
,KOHNAN SHOJI LTD,Consumer Discretionary,Equity,0.0001,Japan,JPY
,OLEMA PHARMACEUTICALS INC,Health Care,Equity,0.0001,United States,USD
,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,0.0001,United States,USD
,FORBO HOLDING AG,Industrials,Equity,0.0001,Switzerland,CHF
